location,size,total_sqft,bath,price,bhk,price_per_sqft,bath_per_bhk,sqft_per_bhk
Shakthi Nagar,2 BHK,1125.0,2.0,35.24,2,3132.4444444444443,1.0,562.5
Marathahalli,2 BHK,881.0,2.0,75.48,2,8567.536889897843,1.0,440.5
Bisuvanahalli,2 BHK,700.0,1.0,27.05,2,3864.285714285714,0.5,350.0
AGS Layout,3 Bedroom,1936.0,3.0,93.26,3,4817.148760330579,1.0,645.3333333333334
Hosa Road,3 BHK,1680.0,3.0,82.61,3,4917.261904761905,1.0,560.0
Rayasandra,2 BHK,1253.0,2.0,55.53,2,4431.763766959298,1.0,626.5
Rajaji Nagar,3 BHK,1640.0,3.0,227.47,3,13870.121951219513,1.0,546.6666666666666
Mysore Road,3 BHK,1082.0,3.0,57.93,3,5353.974121996303,1.0,360.6666666666667
Electronic City,2 BHK,1065.0,2.0,61.93,2,5815.023474178403,1.0,532.5
Iblur Village,3 BHK,2100.0,4.0,155.25,3,7392.857142857143,1.3333333333333333,700.0
Electronic City,2 BHK,1070.0,2.0,65.3,2,6102.803738317757,1.0,535.0
Raja Rajeshwari Nagar,3 BHK,1280.0,3.0,52.56,3,4106.25,1.0,426.6666666666667
Electronic City Phase II,2 BHK,1125.0,2.0,34.7,2,3084.444444444445,1.0,562.5
Sarjapur  Road,3 BHK,1755.0,3.0,104.91,3,5977.777777777777,1.0,585.0
Electronic City,2 BHK,1210.0,2.0,74.56,2,6161.98347107438,1.0,605.0
Talaghattapura,2 BHK,951.0,2.0,59.75,2,6282.86014721346,1.0,475.5
Electronic City,3 BHK,1500.0,2.0,91.35,3,6090.0,0.6666666666666666,500.0
Coffee Board Layout,3 BHK,1652.5,3.0,89.76,3,5431.770045385779,1.0,550.8333333333334
Yeshwanthpur,3 BHK,1381.0,2.0,77.49,3,5611.151339608979,0.6666666666666666,460.3333333333333
Whitefield,2 BHK,1085.0,2.0,94.8,2,8737.327188940093,1.0,542.5
Whitefield,1 BHK,905.0,1.0,80.17,1,8858.563535911602,1.0,905.0
Hennur Road,3 BHK,1685.0,3.0,104.76,3,6217.210682492581,1.0,561.6666666666666
Somasundara Palya,2 BHK,1200.0,2.0,62.84,2,5236.666666666667,1.0,600.0
Anandapura,2 BHK,1151.0,2.0,49.75,2,4322.328410078193,1.0,575.5
Brookefield,4 Bedroom,3532.0,3.0,362.24,4,10255.9456398641,0.75,883.0
Kanakpura Road,3 BHK,1665.0,3.0,85.0,3,5105.105105105105,1.0,555.0
Kengeri Satellite Town,2 BHK,800.0,2.0,32.02,2,4002.5000000000005,1.0,400.0
Chamrajpet,2 Bedroom,1050.0,2.0,90.96,2,8662.857142857143,1.0,525.0
Rajiv Nagar,2 BHK,1030.0,2.0,64.39,2,6251.456310679611,1.0,515.0
Hoodi,2 BHK,1257.0,2.0,114.05,2,9073.190135242641,1.0,628.5
Whitefield,3 BHK,1600.0,3.0,143.63,3,8976.875,1.0,533.3333333333334
Choodasandra,3 BHK,1465.0,3.0,72.15,3,4924.914675767919,1.0,488.3333333333333
Jakkur,3 BHK,1650.0,3.0,108.26,3,6561.212121212121,1.0,550.0
Haralur Road,2 BHK,1243.0,2.0,121.23,2,9753.016894609815,1.0,621.5
Yelahanka New Town,2 Bedroom,680.0,1.0,32.93,2,4842.64705882353,0.5,340.0
Whitefield,4 Bedroom,1230.0,4.0,119.79,4,9739.024390243903,1.0,307.5
Koramangala,2 BHK,1300.0,2.0,179.09,2,13776.153846153846,1.0,650.0
KR Puram,2 BHK,1000.0,2.0,70.03,2,7003.0,1.0,500.0
Mahadevpura,2 BHK,1146.0,2.0,56.09,2,4894.415357766143,1.0,573.0
Indira Nagar,3 BHK,2601.0,4.0,321.33,3,12354.094579008073,1.3333333333333333,867.0
Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,122.8,3,5687.818434460399,1.0,719.6666666666666
Whitefield,2 BHK,1255.0,2.0,119.41,2,9514.741035856574,1.0,627.5
Hebbal Kempapura,2 BHK,1130.0,2.0,100.85,2,8924.778761061947,1.0,565.0
Padmanabhanagar,2 BHK,1200.0,2.0,65.21,2,5434.166666666666,1.0,600.0
Sarjapur  Road,2 BHK,1040.0,2.0,57.95,2,5572.115384615385,1.0,520.0
Uttarahalli,2 BHK,1180.0,2.0,46.83,2,3968.64406779661,1.0,590.0
KR Puram,2 BHK,1200.0,2.0,78.07,2,6505.833333333332,1.0,600.0
Sarjapur  Road,3 BHK,1374.0,3.0,80.12,3,5831.149927219796,1.0,458.0
Vidyaranyapura,9 BHK,4700.0,10.0,257.37,9,5475.95744680851,1.1111111111111112,522.2222222222222
Whitefield,1 BHK,630.5,1.0,56.35,1,8937.35130848533,1.0,630.5
 south,3 Bedroom,2400.0,2.0,395.69,3,16487.083333333332,0.6666666666666666,800.0
Haralur Road,2 BHK,1027.0,2.0,95.81,2,9329.113924050633,1.0,513.5
Jalahalli,3 BHK,2384.0,4.0,158.15,3,6633.8087248322145,1.3333333333333333,794.6666666666666
Electronic City,3 BHK,1033.0,2.0,64.59,3,6252.662149080348,0.6666666666666666,344.3333333333333
Yelahanka,2 BHK,1200.0,2.0,93.79,2,7815.833333333333,1.0,600.0
Haralur Road,3 BHK,2017.0,3.0,194.48,3,9642.042637580565,1.0,672.3333333333334
Rainbow Drive,3 Bedroom,1500.0,3.0,132.68,3,8845.333333333334,1.0,500.0
Kamala Nagar,2 BHK,700.0,2.0,47.88,2,6840.0,1.0,350.0
Kanakpura Road,3 BHK,1495.0,2.0,74.54,3,4985.953177257526,0.6666666666666666,498.3333333333333
Kothanur,2 BHK,1302.0,2.0,64.33,2,4940.860215053764,1.0,651.0
Whitefield,1 BHK,905.0,1.0,76.78,1,8483.977900552487,1.0,905.0
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,54.15,2,4155.794320798158,1.0,651.5
Electronics City Phase 1,3 BHK,1350.0,3.0,63.77,3,4723.7037037037035,1.0,450.0
Gottigere,3 BHK,1380.0,2.0,61.13,3,4429.710144927536,0.6666666666666666,460.0
Harlur,3 BHK,1620.0,3.0,160.57,3,9911.728395061727,1.0,540.0
Chandapura,4 Bedroom,4800.0,4.0,309.22,4,6442.083333333334,1.0,1200.0
Sarjapur  Road,2 BHK,1000.0,2.0,56.98,2,5698.0,1.0,500.0
Thanisandra,2 BHK,1250.0,1.0,94.42,2,7553.6,0.5,625.0
3rd Block Koramangala,3 BHK,1750.0,3.0,199.68,3,11410.285714285714,1.0,583.3333333333334
Anekal,3 BHK,997.0,3.0,45.65,3,4578.736208625877,1.0,332.3333333333333
Kothanur,3 BHK,1760.0,3.0,88.32,3,5018.181818181818,1.0,586.6666666666666
Yelahanka,2 BHK,1322.0,2.0,106.0,2,8018.154311649017,1.0,661.0
Kanaka Nagar,3 Bedroom,1365.0,3.0,103.17,3,7558.241758241758,1.0,455.0
Sahakara Nagar,3 BHK,1500.0,3.0,98.94,3,6596.0,1.0,500.0
Kaggadasapura,3 BHK,1256.0,2.0,111.88,3,8907.64331210191,0.6666666666666666,418.6666666666667
Brookefield,2 BHK,941.0,2.0,91.21,2,9692.87991498406,1.0,470.5
Devanahalli,4 Bedroom,5000.0,4.0,272.05,4,5441.0,1.0,1250.0
Kanakpura Road,3 BHK,1665.0,3.0,83.68,3,5025.8258258258265,1.0,555.0
Hennur Road,2 BHK,1414.0,2.0,85.45,2,6043.140028288543,1.0,707.0
Chikkalasandra,3 BHK,1270.0,2.0,56.08,3,4415.748031496063,0.6666666666666666,423.3333333333333
Kengeri Satellite Town,4 Bedroom,4100.0,3.0,167.44,4,4083.9024390243903,0.75,1025.0
Mathikere,6 Bedroom,1800.0,3.0,161.35,6,8963.888888888889,0.5,300.0
Pattanagere,2 BHK,850.0,2.0,35.22,2,4143.529411764706,1.0,425.0
Kanakpura Road,1 BHK,712.0,1.0,34.3,1,4817.415730337078,1.0,712.0
Rajaji Nagar,4 BHK,2648.0,5.0,391.69,4,14791.91842900302,1.25,662.0
Basaveshwara Nagar Yelahanka,3 Bedroom,900.0,4.0,45.5,3,5055.555555555556,1.3333333333333333,300.0
TC Palaya,2 Bedroom,900.0,2.0,50.41,2,5601.111111111111,1.0,450.0
Hebbal,2 BHK,1200.0,2.0,119.84,2,9986.666666666666,1.0,600.0
Kengeri Satellite Town,1 BHK,654.0,1.0,25.89,1,3958.7155963302753,1.0,654.0
Peenya,2 BHK,708.0,1.0,46.05,2,6504.237288135593,0.5,354.0
Wilson Garden,3 BHK,1680.0,3.0,156.48,3,9314.285714285714,1.0,560.0
Jakkasandra Extension,2 BHK,990.0,2.0,57.81,2,5839.393939393939,1.0,495.0
Uttarahalli,2 BHK,1380.0,2.0,51.54,2,3734.782608695652,1.0,690.0
Hebbal,2 BHK,1088.0,2.0,110.64,2,10169.117647058823,1.0,544.0
Harlur,3 BHK,1414.0,3.0,133.35,3,9430.69306930693,1.0,471.3333333333333
Seshadripuram,2 BHK,1240.0,2.0,155.62,2,12550.0,1.0,620.0
Ganesha Block,3 BHK,1810.0,3.0,174.57,3,9644.75138121547,1.0,603.3333333333334
4th Block Jayanagar,3 BHK,2005.0,3.0,253.33,3,12634.912718204489,1.0,668.3333333333334
Kothanur,2 BHK,1185.0,2.0,56.31,2,4751.898734177215,1.0,592.5
Whitefield,3 Bedroom,1200.0,3.0,111.05,3,9254.166666666666,1.0,400.0
Electronic City,2 BHK,1070.0,2.0,67.42,2,6300.934579439252,1.0,535.0
Shikaripalya,2 BHK,1265.0,2.0,51.88,2,4101.185770750988,1.0,632.5
Sahakara Nagar,2 BHK,1100.0,2.0,70.78,2,6434.545454545455,1.0,550.0
Friends Colony,2 BHK,1035.0,2.0,56.31,2,5440.579710144928,1.0,517.5
Sonnenahalli,1 BHK,614.5,1.0,28.57,1,4649.308380797396,1.0,614.5
2nd Block Jayanagar,2 BHK,1000.0,2.0,132.6,2,13260.0,1.0,500.0
Hegde Nagar,2 BHK,1179.0,2.0,78.0,2,6615.776081424937,1.0,589.5
Vittasandra,3 BHK,1650.0,3.0,90.17,3,5464.848484848485,1.0,550.0
Malur Hosur Road,6 Bedroom,2800.0,4.0,108.08,6,3860.0,0.6666666666666666,466.6666666666667
Lakshmipura Vidyaanyapura,8 Bedroom,3500.0,6.0,134.08,8,3830.8571428571436,0.75,437.5
Nagaraja Garden,3 BHK,1430.0,3.0,81.42,3,5693.706293706294,1.0,476.6666666666667
Marathahalli,3 BHK,1130.0,2.0,104.5,3,9247.787610619469,0.6666666666666666,376.6666666666667
JP Nagar,3 BHK,1850.0,2.0,172.35,3,9316.216216216217,0.6666666666666666,616.6666666666666
Hennur,3 BHK,1340.0,3.0,108.51,3,8097.761194029851,1.0,446.6666666666667
Nagawara Junction,2 Bedroom,600.0,2.0,46.48,2,7746.666666666667,1.0,300.0
Banashankari,3 BHK,2582.0,5.0,247.79,3,9596.824167312161,1.6666666666666667,860.6666666666666
Channasandra,2 BHK,1160.0,2.0,42.28,2,3644.8275862068967,1.0,580.0
Hegganahalli,1 Bedroom,1200.0,2.0,45.17,1,3764.1666666666665,2.0,1200.0
Rajanna Layout,2 BHK,1116.0,2.0,36.73,2,3291.218637992831,1.0,558.0
Sarakki Nagar,3 BHK,2663.0,4.0,314.23,3,11799.849793466015,1.3333333333333333,887.6666666666666
Devasthanagalu,2 BHK,1090.0,2.0,50.37,2,4621.100917431193,1.0,545.0
JP Nagar,2 BHK,1100.0,2.0,95.4,2,8672.727272727272,1.0,550.0
Kammasandra,3 BHK,1365.0,2.0,42.07,3,3082.051282051282,0.6666666666666666,455.0
Vijayanagar,3 BHK,1484.0,3.0,138.4,3,9326.145552560647,1.0,494.6666666666667
Green Glen Layout,3 BHK,1630.0,3.0,113.56,3,6966.871165644172,1.0,543.3333333333334
Whitefield,3 BHK,1451.0,2.0,131.82,3,9084.769124741557,0.6666666666666666,483.6666666666667
Kanakpura Road,2 BHK,1330.0,2.0,63.37,2,4764.661654135339,1.0,665.0
Thanisandra,3 BHK,2127.0,3.0,178.56,3,8394.922425952045,1.0,709.0
Hallehalli,4 Bedroom,1260.0,4.0,65.53,4,5200.793650793651,1.0,315.0
Sarjapur  Road,3 BHK,1173.0,2.0,67.98,3,5795.39641943734,0.6666666666666666,391.0
Electronics City Phase 1,3 BHK,1445.0,2.0,71.02,3,4914.878892733564,0.6666666666666666,481.6666666666667
Jayamahal Extension,4 BHK,2250.0,4.0,336.2,4,14942.222222222223,1.0,562.5
Bannerghatta Road,3 Bedroom,1500.0,4.0,136.89,3,9125.999999999998,1.3333333333333333,500.0
Thanisandra,3 BHK,2336.5,3.0,198.49,3,8495.185105927669,1.0,778.8333333333334
JP Nagar,2 BHK,1197.0,2.0,108.99,2,9105.263157894737,1.0,598.5
2nd Stage Nagarbhavi,4 Bedroom,1200.0,4.0,194.18,4,16181.666666666666,1.0,300.0
Sarjapur  Road,5 BHK,3930.0,7.0,260.36,5,6624.936386768448,1.4,786.0
Whitefield,2 BHK,1187.0,2.0,105.06,2,8850.884582982308,1.0,593.5
Wilson Garden,6 Bedroom,4000.0,6.0,422.76,6,10569.0,1.0,666.6666666666666
Channasandra,2 BHK,1050.0,2.0,37.13,2,3536.1904761904766,1.0,525.0
Panathur,3 BHK,1370.0,2.0,135.88,3,9918.248175182482,0.6666666666666666,456.6666666666667
Yelahanka,2 BHK,1036.0,2.0,82.41,2,7954.6332046332045,1.0,518.0
JP Nagar,3 BHK,1275.0,3.0,114.7,3,8996.078431372549,1.0,425.0
Old Madras Road,4 BHK,2010.0,3.0,120.94,4,6016.915422885572,0.75,502.5
Thigalarapalya,2 BHK,1418.0,2.0,105.07,2,7409.732016925247,1.0,709.0
Thanisandra,2 BHK,1265.0,2.0,104.03,2,8223.715415019762,1.0,632.5
Anandapura,3 BHK,1576.0,3.0,70.21,3,4454.94923857868,1.0,525.3333333333334
Dodda Nekkundi,2 BHK,1148.0,2.0,50.97,2,4439.895470383275,1.0,574.0
Green View Layout,2 BHK,1000.0,2.0,40.98,2,4097.999999999999,1.0,500.0
Kudlu,3 BHK,1293.0,2.0,56.49,3,4368.909512761021,0.6666666666666666,431.0
TC Palaya,3 Bedroom,1200.0,2.0,65.87,3,5489.166666666667,0.6666666666666666,400.0
Munnekollal,2 BHK,1210.0,2.0,58.78,2,4857.851239669421,1.0,605.0
HSR Layout,2 BHK,1126.0,2.0,122.62,2,10889.8756660746,1.0,563.0
Sarakki Nagar,3 BHK,1840.0,4.0,224.7,3,12211.95652173913,1.3333333333333333,613.3333333333334
Vidyaranyapura,3 BHK,1440.0,2.0,75.01,3,5209.027777777778,0.6666666666666666,480.0
Ramamurthy Nagar,3 BHK,1300.0,2.0,65.08,3,5006.153846153846,0.6666666666666666,433.3333333333333
Thanisandra,2 BHK,1276.0,2.0,103.24,2,8090.909090909091,1.0,638.0
Whitefield,2 BHK,1216.0,2.0,109.15,2,8976.151315789473,1.0,608.0
Marenahalli,1 BHK,840.0,1.0,64.44,1,7671.428571428572,1.0,840.0
Sompura,2 BHK,1126.0,2.0,43.81,2,3890.7637655417407,1.0,563.0
Raja Rajeshwari Nagar,2 BHK,1162.0,2.0,49.2,2,4234.07917383821,1.0,581.0
Whitefield,2 BHK,1301.0,2.0,117.9,2,9062.259800153728,1.0,650.5
Devanahalli,1 BHK,658.0,1.0,32.58,1,4951.367781155015,1.0,658.0
Sahakara Nagar,3 Bedroom,1350.0,3.0,89.33,3,6617.037037037037,1.0,450.0
Whitefield,3 BHK,2500.0,3.0,226.98,3,9079.2,1.0,833.3333333333334
Chandapura,3 BHK,1208.51,3.0,73.18,3,6055.390522213304,1.0,402.83666666666664
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.9,2,4404.23654015887,1.0,566.5
Shettigere,3 BHK,1760.0,2.0,97.4,3,5534.090909090909,0.6666666666666666,586.6666666666666
Bisuvanahalli,3 BHK,1075.0,2.0,42.33,3,3937.6744186046512,0.6666666666666666,358.3333333333333
Sarjapur,2 BHK,940.0,2.0,84.33,2,8971.27659574468,1.0,470.0
Badavala Nagar,2 BHK,1145.0,2.0,72.24,2,6309.170305676855,1.0,572.5
Bannerghatta Road,2 BHK,1302.5,2.0,117.34,2,9008.829174664108,1.0,651.25
Rahat Bagh,4 Bedroom,3900.0,5.0,597.52,4,15321.02564102564,1.25,975.0
Omarbagh Layout,4 BHK,3317.5,5.0,338.98,4,10217.935192162773,1.25,829.375
Dasarahalli,2 BHK,1300.0,2.0,84.98,2,6536.923076923077,1.0,650.0
Malleshwaram,3 BHK,2475.0,4.0,328.28,3,13263.838383838382,1.3333333333333333,825.0
6th Phase JP Nagar,3 BHK,2040.0,3.0,130.42,3,6393.13725490196,1.0,680.0
Hosakerehalli,1 Bedroom,1200.0,1.0,102.71,1,8559.166666666666,1.0,1200.0
Jigani,4 Bedroom,2420.0,4.0,141.69,4,5854.9586776859505,1.0,605.0
Thubarahalli,2 BHK,1216.0,2.0,74.66,2,6139.8026315789475,1.0,608.0
Tumkur Road,3 BHK,1459.0,2.0,81.89,3,5612.748457847841,0.6666666666666666,486.3333333333333
Jakkur,3 BHK,1622.0,2.0,105.49,3,6503.699136868064,0.6666666666666666,540.6666666666666
Kanakpura Road,3 BHK,1843.0,3.0,100.39,3,5447.0971242539335,1.0,614.3333333333334
Badavala Nagar,2 BHK,1274.0,2.0,75.8,2,5949.764521193093,1.0,637.0
Chikkasandra,2 Bedroom,600.0,1.0,53.83,2,8971.666666666666,0.5,300.0
Malleshpalya,3 BHK,1430.0,2.0,60.79,3,4251.0489510489515,0.6666666666666666,476.6666666666667
Kammanahalli,4 Bedroom,1800.0,2.0,129.92,4,7217.7777777777765,0.5,450.0
Begur Road,3 BHK,1565.0,2.0,111.71,3,7138.0191693290735,0.6666666666666666,521.6666666666666
 Devarabeesana Halli,3 BHK,1670.0,3.0,136.61,3,8180.2395209580845,1.0,556.6666666666666
Lakshminarayana Pura,3 BHK,1695.0,3.0,114.72,3,6768.141592920354,1.0,565.0
Akshayanagara West,2 BHK,1410.0,2.0,75.11,2,5326.9503546099295,1.0,705.0
Kengeri Satellite Town,2 BHK,1060.0,2.0,43.51,2,4104.7169811320755,1.0,530.0
Sarjapur  Road,2 BHK,1120.0,2.0,64.92,2,5796.428571428572,1.0,560.0
Hosa Road,2 Bedroom,880.0,2.0,41.29,2,4692.045454545455,1.0,440.0
Jalahalli,2 BHK,1083.0,2.0,64.07,2,5915.974145891042,1.0,541.5
Dodda Nekkundi,3 BHK,1435.0,3.0,66.08,3,4604.878048780488,1.0,478.3333333333333
Doddakallasandra,3 BHK,1425.0,2.0,61.18,3,4293.333333333333,0.6666666666666666,475.0
Arekere,2 BHK,900.0,2.0,74.44,2,8271.111111111111,1.0,450.0
Escorts Colony,5 BHK,2400.0,5.0,95.47,5,3977.9166666666665,1.0,480.0
Thanisandra,1 BHK,693.0,1.0,51.34,1,7408.369408369408,1.0,693.0
Electronic City,4 BHK,2435.0,4.0,151.04,4,6202.874743326489,1.0,608.75
Iblur Village,3 BHK,1920.0,3.0,136.82,3,7126.041666666667,1.0,640.0
Electronic City,1 BHK,630.0,1.0,36.72,1,5828.571428571428,1.0,630.0
Bisuvanahalli,3 BHK,1075.0,2.0,43.34,3,4031.6279069767443,0.6666666666666666,358.3333333333333
Nagavarapalya,1 BHK,705.0,1.0,48.75,1,6914.893617021276,1.0,705.0
Srinivasa Nagar,3 BHK,1200.0,2.0,77.72,3,6476.666666666667,0.6666666666666666,400.0
Mahadevpura,2 BHK,1532.0,2.0,73.21,2,4778.7206266318535,1.0,766.0
Rajiv Nagar,2 BHK,1330.0,2.0,82.74,2,6221.052631578947,1.0,665.0
3rd Block Hrbr Layout,4 Bedroom,1200.0,3.0,100.69,4,8390.833333333334,0.75,300.0
Sarjapur  Road,3 BHK,1530.0,2.0,83.69,3,5469.934640522876,0.6666666666666666,510.0
Kasavanhalli,2 BHK,1105.0,2.0,62.06,2,5616.289592760181,1.0,552.5
1st Phase JP Nagar,2 Bedroom,1566.0,2.0,131.97,2,8427.2030651341,1.0,783.0
Harlur,3 BHK,1630.0,3.0,160.33,3,9836.196319018407,1.0,543.3333333333334
5th Phase JP Nagar,2 BHK,1256.0,2.0,63.52,2,5057.324840764331,1.0,628.0
Brookefield,3 BHK,1595.0,2.0,155.69,3,9761.128526645767,0.6666666666666666,531.6666666666666
7th Phase JP Nagar,2 BHK,1000.0,2.0,66.14,2,6614.0,1.0,500.0
Poorna Pragna Layout,3 BHK,1475.0,2.0,60.68,3,4113.8983050847455,0.6666666666666666,491.6666666666667
"asha township, off hennur road",5 Bedroom,2400.0,5.0,320.52,5,13355.0,1.0,480.0
Electronic City Phase II,2 BHK,1000.0,2.0,29.61,2,2961.0,1.0,500.0
1A Block Koramangala,4 Bedroom,2360.0,4.0,696.08,4,29494.915254237287,1.0,590.0
Uttarahalli,3 BHK,1737.0,2.0,70.47,3,4056.9948186528495,0.6666666666666666,579.0
Electronic City Phase II,2 BHK,1000.0,2.0,29.12,2,2912.0,1.0,500.0
Near International Airport,4 BHK,2100.0,4.0,128.44,4,6116.190476190476,1.0,525.0
Hosakerehalli,8 Bedroom,3600.0,6.0,355.93,8,9886.944444444445,0.75,450.0
Mysore Road,2 BHK,883.0,2.0,44.1,2,4994.337485843715,1.0,441.5
Haralur Road,2 BHK,1243.0,2.0,118.18,2,9507.642799678199,1.0,621.5
BTM Layout,3 BHK,1776.0,2.0,179.5,3,10106.981981981982,0.6666666666666666,592.0
Anjanapura,3 BHK,1347.0,2.0,48.75,3,3619.153674832962,0.6666666666666666,449.0
Whitefield,3 BHK,1330.0,2.0,120.23,3,9039.84962406015,0.6666666666666666,443.3333333333333
Sector 1 HSR Layout,2 Bedroom,600.0,2.0,51.93,2,8655.0,1.0,300.0
Rajaji Nagar,4 BHK,3730.0,4.0,553.27,4,14832.975871313673,1.0,932.5
Harlur,3 BHK,1459.0,3.0,143.78,3,9854.694996572995,1.0,486.3333333333333
Thanisandra,4 BHK,2259.0,5.0,198.52,4,8787.959274015051,1.25,564.75
JP Nagar,7 Bedroom,2700.0,4.0,263.41,7,9755.925925925927,0.5714285714285714,385.7142857142857
Gubbalala,2 BHK,1008.0,2.0,58.44,2,5797.619047619048,1.0,504.0
NTI Layout,2 BHK,1200.0,2.0,51.9,2,4325.0,1.0,600.0
Vasanth nagar,4 BHK,2328.0,4.0,545.4,4,23427.835051546394,1.0,582.0
Electronic City,2 BHK,660.0,1.0,38.04,2,5763.636363636364,0.5,330.0
Rajaji Nagar,3 BHK,1800.0,2.0,240.61,3,13367.222222222223,0.6666666666666666,600.0
Rajaji Nagar,4 BHK,3100.0,4.0,475.51,4,15339.032258064517,1.0,775.0
Yelahanka,2 BHK,1405.0,2.0,117.02,2,8328.825622775801,1.0,702.5
Yelahanka,1 BHK,602.0,1.0,47.56,1,7900.332225913621,1.0,602.0
Marathahalli,3 BHK,1710.0,3.0,154.29,3,9022.807017543859,1.0,570.0
JP Nagar,3 BHK,1500.0,2.0,145.18,3,9678.666666666666,0.6666666666666666,500.0
Glass Factory Layout,3 BHK,1539.0,3.0,65.75,3,4272.254710851202,1.0,513.0
Judicial Layout,3 BHK,1100.0,2.0,86.91,3,7900.909090909091,0.6666666666666666,366.6666666666667
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,50.68,2,4403.127715030409,1.0,575.5
Dasappa Layout,2 BHK,920.0,2.0,46.91,2,5098.913043478261,1.0,460.0
Kathriguppe,3 BHK,1350.0,3.0,87.47,3,6479.259259259259,1.0,450.0
Bannerghatta Road,2 BHK,1200.0,2.0,108.8,2,9066.666666666666,1.0,600.0
Thanisandra,2 BHK,1265.0,2.0,100.0,2,7905.138339920949,1.0,632.5
Sarjapur  Road,3 BHK,1700.0,3.0,97.92,3,5760.0,1.0,566.6666666666666
Ramamurthy Nagar,3 Bedroom,1600.0,3.0,74.99,3,4686.874999999999,1.0,533.3333333333334
4th T block Jayanagar,4 Bedroom,1550.0,4.0,139.22,4,8981.935483870968,1.0,387.5
R.T. Nagar,3 BHK,1560.0,3.0,107.45,3,6887.820512820513,1.0,520.0
Haralur Road,2 BHK,1243.0,2.0,120.21,2,9670.957361222849,1.0,621.5
Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,53.76,4,4480.0,1.0,300.0
Sarjapur  Road,3 BHK,1403.0,3.0,79.87,3,5692.8011404133995,1.0,467.6666666666667
Doddakallasandra,2 BHK,1010.0,2.0,40.67,2,4026.732673267327,1.0,505.0
Tumkur Road,3 BHK,1416.0,3.0,95.25,3,6726.6949152542375,1.0,472.0
Kanakpura Road,2 BHK,1628.0,2.0,82.46,2,5065.1105651105645,1.0,814.0
Chamrajpet,4 Bedroom,1660.4,4.0,151.2,4,9106.239460370993,1.0,415.1
7th Phase JP Nagar,3 BHK,1680.0,3.0,112.63,3,6704.166666666667,1.0,560.0
Doddathoguru,3 BHK,1595.0,3.0,61.18,3,3835.7366771159873,1.0,531.6666666666666
Kanakpura Road,3 BHK,1507.0,2.0,69.64,3,4621.101526211015,0.6666666666666666,502.3333333333333
Frazer Town,3 BHK,2560.0,3.0,320.1,3,12503.906250000002,1.0,853.3333333333334
Hennur Road,3 BHK,1949.0,3.0,127.43,3,6538.224730631093,1.0,649.6666666666666
BTM 2nd Stage,2 Bedroom,800.0,2.0,48.86,2,6107.5,1.0,400.0
Electronic City Phase II,2 BHK,1000.0,2.0,29.48,2,2948.0,1.0,500.0
Sonam Layout,2 BHK,905.0,2.0,49.99,2,5523.7569060773485,1.0,452.5
Hosakerehalli,3 BHK,2480.0,3.0,225.53,3,9093.951612903225,1.0,826.6666666666666
CR Layout,3 BHK,1495.0,3.0,212.44,3,14210.033444816054,1.0,498.3333333333333
Kaikondrahalli,3 BHK,1605.0,3.0,104.65,3,6520.249221183801,1.0,535.0
Bommanahalli,2 BHK,1290.0,2.0,97.19,2,7534.108527131783,1.0,645.0
Yelahanka,2 BHK,1100.0,2.0,90.1,2,8190.909090909091,1.0,550.0
Vishveshwarya Layout,6 BHK,2100.0,6.0,103.38,6,4922.857142857143,1.0,350.0
Electronics City Phase 1,2 BHK,995.0,2.0,51.89,2,5215.075376884422,1.0,497.5
Rajaji Nagar,4 BHK,3526.0,4.0,519.42,4,14731.140102098694,1.0,881.5
Gottigere,3 BHK,1425.0,2.0,63.17,3,4432.982456140351,0.6666666666666666,475.0
BTM 4th Stage,3 BHK,1455.0,2.0,93.86,3,6450.859106529209,0.6666666666666666,485.0
Jalahalli West,1 BHK,550.0,1.0,27.01,1,4910.909090909091,1.0,550.0
Uttarahalli,3 BHK,1385.0,2.0,58.45,3,4220.216606498195,0.6666666666666666,461.6666666666667
Vishveshwarya Layout,4 Bedroom,7000.0,4.0,312.27,4,4461.0,1.0,1750.0
Srinivasa Nagar,5 BHK,4000.0,3.0,248.56,5,6214.0,0.6,800.0
Gollahalli,2 BHK,1060.0,2.0,46.4,2,4377.358490566037,1.0,530.0
AGS Layout,3 BHK,1080.0,2.0,51.61,3,4778.7037037037035,0.6666666666666666,360.0
HBR Layout,3 BHK,1783.0,3.0,174.72,3,9799.214806505888,1.0,594.3333333333334
Haralur Road,3 BHK,1520.0,2.0,145.8,3,9592.105263157897,0.6666666666666666,506.6666666666667
Sarjapur  Road,2 BHK,1060.0,2.0,57.01,2,5378.301886792453,1.0,530.0
Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,54.2,2,4277.821625887924,1.0,633.5
Whitefield,2 BHK,1155.0,2.0,106.02,2,9179.22077922078,1.0,577.5
Karuna Nagar,3 Bedroom,2500.0,3.0,180.85,3,7234.0,1.0,833.3333333333334
Bannerghatta Road,2 BHK,1240.0,2.0,115.39,2,9305.645161290322,1.0,620.0
Gollahalli,3 BHK,1570.0,3.0,72.35,3,4608.28025477707,1.0,523.3333333333334
