area_type,availability,location,size,total_sqft,bath,balcony,price,avg_price_per_sqft,total_sqft_num,bhk
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1040,2.0,1.0,63.86,6140.0,1040.0,2.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1020,2.0,1.0,80.29,7872.0,1020.0,2.0
Super built-up  Area,Ready To Move,Gokula Extension,3 BHK,1400,3.0,2.0,94.57,6755.0,1400.0,3.0
Super built-up  Area,Ready To Move,Neeladri Nagar,10 BHK,4000,12.0,,191.12,4778.0,4000.0,10.0
Plot  Area,Ready To Move,Weavers Colony,1 Bedroom,812,1.0,1.0,26.17,3223.0,812.0,1.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1100,2.0,1.0,53.75,4886.0,1100.0,2.0
Super built-up  Area,19-Aug,Kodathi,2 BHK,829,2.0,1.0,24.87,3000.0,829.0,2.0
Plot  Area,Ready To Move,Sanjay nagar,4 Bedroom,2700,4.0,2.0,195.32,7234.0,2700.0,4.0
Super built-up  Area,21-May,Kanakpura Road,3 BHK,1500,3.0,1.0,77.14,5143.0,1500.0,3.0
Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,850,2.0,1.0,23.08,2715.0,850.0,2.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1180,2.0,2.0,61.36,5200.0,1180.0,2.0
Super built-up  Area,19-Dec,Cunningham Road,4 BHK,5108,5.0,2.0,1098.63,21508.0,5108.0,4.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215,4.0,2.0,157.53,7112.0,2215.0,3.0
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1010,2.0,1.0,35.43,3508.0,1010.0,2.0
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1350,2.0,2.0,121.1,8970.0,1350.0,2.0
Built-up  Area,Ready To Move,Talaghattapura,2 BHK,1100,2.0,0.0,69.48,6316.0,1100.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,2.0,2.0,72.8,5021.0,1450.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1133,2.0,2.0,46.62,4115.0,1133.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1564,3.0,2.0,131.7,8421.0,1564.0,3.0
Plot  Area,Ready To Move,Doddaballapur,2 Bedroom,640,1.0,0.0,45.34,7085.0,640.0,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072,4.0,2.0,161.51,7795.0,2072.0,3.0
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1460,2.0,3.0,68.78,4711.0,1460.0,3.0
Super built-up  Area,Ready To Move,A Narayanapura,1 BHK,600,2.0,1.0,32.91,5485.0,600.0,1.0
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050,2.0,2.0,53.26,5072.0,1050.0,2.0
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2 BHK,700,2.0,1.0,34.36,4908.0,700.0,2.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200,3.0,0.0,69.88,5823.0,1200.0,3.0
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,654,1.0,1.0,49.95,7638.0,654.0,1.0
Super built-up  Area,Ready To Move,Ankappa Layout,2 BHK,1105,2.0,2.0,48.81,4417.0,1105.0,2.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1800,3.0,3.0,175.97,9776.0,1800.0,3.0
Plot  Area,Ready To Move,Yelachenahalli,2 Bedroom,1200,2.0,2.0,62.46,5205.0,1200.0,2.0
Super built-up  Area,Ready To Move,Kogilu,1 BHK,700,1.0,1.0,31.31,4473.0,700.0,1.0
Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,1000,2.0,1.0,51.98,5198.0,1000.0,2.0
Built-up  Area,Ready To Move,HSR Layout,5 Bedroom,3500,5.0,0.0,431.2,12320.0,3500.0,5.0
Super built-up  Area,18-Apr,Gattahalli,3 BHK,1240,2.0,1.0,58.84,4745.0,1240.0,3.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1200,2.0,3.0,117.06,9755.0,1200.0,2.0
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1400,2.0,2.0,71.51,5108.0,1400.0,3.0
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,1393,3.0,2.0,52.77,3788.0,1393.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140,2.0,2.0,99.64,8740.0,1140.0,2.0
Built-up  Area,Ready To Move,Gulimangala,3 BHK,1640,3.0,2.0,61.5,3750.0,1640.0,3.0
Plot  Area,Ready To Move,Kithaganur,2 Bedroom,1200,2.0,0.0,67.28,5607.0,1200.0,2.0
Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,720,2.0,2.0,96.4,13389.0,720.0,2.0
Super built-up  Area,Ready To Move,Yelenahalli,3 BHK,1650,3.0,3.0,66.53,4032.0,1650.0,3.0
Super built-up  Area,Ready To Move,Nagavara,4 BHK,2496,4.0,2.0,130.22,5217.0,2496.0,4.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,905,2.0,1.0,45.51,5029.0,905.0,2.0
Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,1600,3.0,1.0,337.54,21096.0,1600.0,3.0
Super built-up  Area,17-Apr,Chikkalasandra,2 BHK,1070,2.0,1.0,48.03,4489.0,1070.0,2.0
Plot  Area,Ready To Move,Yemlur,4 Bedroom,8400,5.0,2.0,1445.05,17203.0,8400.0,4.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,1200,2.0,2.0,172.94,14412.0,1200.0,2.0
Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,1800,5.0,2.0,219.04,12169.0,1800.0,5.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,2600,4.0,2.0,121.55,4675.0,2600.0,4.0
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,1145,2.0,2.0,84.6,7389.0,1145.0,2.0
Super built-up  Area,Ready To Move,Addischetan Layout,3 BHK,1495,3.0,2.0,56.24,3762.0,1495.0,3.0
Plot  Area,Ready To Move,Basavanagara,3 Bedroom,1200,2.0,1.0,60.8,5067.0,1200.0,3.0
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,1400,3.0,2.0,55.64,3974.0,1400.0,3.0
Built-up  Area,18-Dec,Whitefield,3 BHK,1558,3.0,2.0,146.16,9381.0,1558.0,3.0
Super built-up  Area,20-Jan,Balagere,2 BHK,1007,2.0,1.0,61.67,6124.0,1007.0,2.0
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,902,2.0,1.0,25.26,2800.0,902.0,2.0
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,1054,2.0,1.0,54.74,5194.0,1054.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1135,2.0,3.0,46.8,4123.0,1135.0,3.0
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,996,2.0,2.0,41.03,4119.0,996.0,2.0
Super built-up  Area,18-Aug,Vimanapura,2 BHK,1275,2.0,2.0,46.73,3665.0,1275.0,2.0
Plot  Area,Ready To Move,NRI Layout,2 Bedroom,1250,2.0,0.0,61.6,4928.0,1250.0,2.0
Built-up  Area,Ready To Move,Hennur,4 BHK,2502,4.0,2.0,212.54,8495.0,2502.0,4.0
Super built-up  Area,Ready To Move,Sadaramangala,2 BHK,1394,2.0,3.0,51.69,3708.0,1394.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2.0,2.0,116.05,9336.0,1243.0,2.0
Super built-up  Area,18-Dec,Whitefield,2 BHK,1216,2.0,1.0,114.64,9428.0,1216.0,2.0
Super built-up  Area,Ready To Move,Konena Agrahara,2 BHK,1075,2.0,1.0,55.02,5118.0,1075.0,2.0
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1500,3.0,3.0,182.94,12196.0,1500.0,3.0
Super built-up  Area,18-Oct,Rayasandra,4 BHK,1708,3.0,1.0,85.25,4991.0,1708.0,4.0
Plot  Area,Ready To Move,Whitefield,3 Bedroom,1500,3.0,1.0,143.56,9571.0,1500.0,3.0
Built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,1800,4.0,3.0,119.72,6651.0,1800.0,3.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,1532,2.0,1.0,140.59,9177.0,1532.0,2.0
Super built-up  Area,18-Sep,Hosa Road,3 BHK,1726,3.0,2.0,81.02,4694.0,1726.0,3.0
Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,1220,2.0,2.0,54.2,4443.0,1220.0,2.0
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1100,2.0,2.0,46.87,4261.0,1100.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1530,3.0,3.0,73.42,4799.0,1530.0,3.0
Super built-up  Area,18-Jan,Hosa Road,2 BHK,840,2.0,1.0,39.51,4704.0,840.0,2.0
Super built-up  Area,18-Apr,Bommanahalli,3 BHK,1250,4.0,3.0,97.24,7779.0,1250.0,3.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1030,2.0,,52.86,5132.0,1030.0,2.0
Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,1499,3.0,2.0,81.95,5467.0,1499.0,3.0
Super built-up  Area,Ready To Move,Varsova Layout,3 BHK,1280,2.0,3.0,78.63,6143.0,1280.0,3.0
Built-up  Area,Ready To Move,Munnekollal,2 BHK,1170,2.0,2.0,56.08,4793.0,1170.0,2.0
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,2646,3.0,,116.13,4389.0,2646.0,3.0
Super built-up  Area,18-Apr,Thirumenahalli,2 BHK,1161,2.0,3.0,42.82,3688.0,1161.0,2.0
Plot  Area,Ready To Move,Yelahanka,2 Bedroom,1633,2.0,1.0,131.55,8056.0,1633.0,2.0
Built-up  Area,Ready To Move,Richards Town,2 BHK,1050,2.0,2.0,106.17,10111.0,1050.0,2.0
Plot  Area,18-Apr,Hennur Road,4 Bedroom,1650,5.0,3.0,105.45,6391.0,1650.0,4.0
Super built-up  Area,19-Dec,Varthur Road,1 BHK,540 - 565,1.0,0.0,22.9,4145.0,552.5,1.0
Super built-up  Area,Ready To Move,Attibele,1 BHK,418,2.0,1.0,22.45,5370.0,418.0,1.0
Super built-up  Area,Ready To Move,Bhattarahalli,2 BHK,905,2.0,2.0,48.18,5324.0,905.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1510,2.0,2.0,68.43,4532.0,1510.0,3.0
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1390,2.0,3.0,59.7,4295.0,1390.0,3.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1101,2.0,2.0,106.66,9688.0,1101.0,2.0
Super built-up  Area,Ready To Move,Srirampura,4 BHK,2736,4.0,,138.74,5071.0,2736.0,4.0
Super built-up  Area,18-Apr,EPIP Zone,3 BHK,2350,4.0,2.0,166.69,7093.0,2350.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,1056,2.0,2.0,56.14,5316.0,1056.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1425,2.0,2.0,73.9,5186.0,1425.0,3.0
Super built-up  Area,17-Jun,Electronics City Phase 1,3 BHK,1450,3.0,1.0,69.92,4822.0,1450.0,3.0
Built-up  Area,Ready To Move,Pai Layout,2 BHK,1000,2.0,2.0,44.47,4447.0,1000.0,2.0
Super built-up  Area,18-Mar,Haralur Road,1 BHK,575,1.0,1.0,51.99,9042.0,575.0,1.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1350,2.0,2.0,55.35,4100.0,1350.0,3.0
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,2000,2.0,0.0,98.04,4902.0,2000.0,3.0
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,1770,3.0,2.0,97.37,5501.0,1770.0,3.0
Super built-up  Area,Ready To Move,Byadarahalli,3 BHK,3155,3.0,2.0,388.54,12315.0,3155.0,3.0
Plot  Area,Ready To Move,Anandapura,2 Bedroom,616,3.0,1.0,26.89,4365.0,616.0,2.0
Super built-up  Area,Ready To Move,JP Nagar,1 BHK,745,1.0,0.0,61.73,8286.0,745.0,1.0
Built-up  Area,Ready To Move,Nayandanahalli,7 Bedroom,6500,7.0,1.0,397.28,6112.0,6500.0,7.0
Plot  Area,Ready To Move,HAL 2nd Stage,4 Bedroom,2400,4.0,1.0,499.99,20833.0,2400.0,4.0
Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,1547,2.0,2.0,128.51,8307.0,1547.0,2.0
Super built-up  Area,Ready To Move,Panathur,3 BHK,1713,3.0,1.0,165.89,9684.0,1713.0,3.0
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,3300,4.0,2.0,304.42,9225.0,3300.0,4.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1856,4.0,2.0,106.92,5761.0,1856.0,3.0
Super built-up  Area,Ready To Move,RMV Extension,2 BHK,1152,2.0,1.0,58.42,5071.0,1152.0,2.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1100,2.0,1.0,50.01,4546.0,1100.0,2.0
Super built-up  Area,Ready To Move,Narayanapura,3 BHK,2357,3.0,2.0,139.09,5901.0,2357.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1820,4.0,2.0,150.79,8285.0,1820.0,3.0
Super built-up  Area,18-Dec,Kannamangala,3 BHK,1865,3.0,1.0,113.86,6105.0,1865.0,3.0
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1240,2.0,2.0,60.13,4849.0,1240.0,2.0
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,1360,3.0,1.0,75.43,5546.0,1360.0,3.0
Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,4200,4.0,2.0,263.42,6272.0,4200.0,4.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1450,2.0,2.0,68.09,4696.0,1450.0,3.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,1139,2.0,2.0,55.0,4829.0,1139.0,2.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1565,2.0,2.0,114.54,7319.0,1565.0,3.0
Plot  Area,Ready To Move,Anjanapura,3 Bedroom,1200,3.0,2.0,44.99,3749.0,1200.0,3.0
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,1200,2.0,2.0,50.33,4194.0,1200.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1855,3.0,3.0,103.62,5586.0,1855.0,3.0
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,1100,2.0,1.0,57.97,5270.0,1100.0,2.0
Built-up  Area,Ready To Move,Arehalli,3 BHK,1350,2.0,2.0,69.84,5173.0,1350.0,3.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2266,3.0,2.0,137.09,6050.0,2266.0,3.0
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,660,1.0,1.0,50.58,7664.0,660.0,1.0
Built-up  Area,Ready To Move,Kodihalli,2 BHK,1490,2.0,1.0,158.83,10660.0,1490.0,2.0
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1083,2.0,1.0,46.88,4329.0,1083.0,3.0
Super built-up  Area,18-Mar,Hennur Road,2 BHK,1232,2.0,1.0,71.14,5774.0,1232.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1550,3.0,1.0,67.61,4362.0,1550.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1227,2.0,2.0,111.93,9122.0,1227.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1059,2.0,2.0,60.14,5679.0,1059.0,2.0
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1152,2.0,1.0,54.49,4730.0,1152.0,2.0
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,870,1.0,1.0,44.87,5157.0,870.0,2.0
Super built-up  Area,17-Dec,Panathur,2 BHK,1210,2.0,1.0,114.38,9453.0,1210.0,2.0
Super built-up  Area,19-Mar,Thanisandra,1 BHK,663,1.0,0.0,51.0,7693.0,663.0,1.0
Super built-up  Area,Ready To Move,Hennur Gardens,3 BHK,1464,2.0,1.0,113.78,7772.0,1464.0,3.0
Built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,1365,3.0,1.0,148.68,10892.0,1365.0,3.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1704,3.0,1.0,159.94,9386.0,1704.0,3.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,1390 - 1600,,,139.44,9327.0,1495.0,3.0
Super built-up  Area,19-Oct,Whitefield,2 BHK,1256,2.0,,109.05,8682.0,1256.0,2.0
Built-up  Area,Ready To Move,Kengeri,2 BHK,883,2.0,0.0,51.39,5820.0,883.0,2.0
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1080,2.0,1.0,43.56,4033.0,1080.0,3.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,1073,2.0,1.0,53.9,5023.0,1073.0,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,6 BHK,3000,6.0,3.0,467.94,15598.0,3000.0,6.0
Super built-up  Area,Ready To Move,Doddabommasandra,2 BHK,1300,2.0,3.0,57.98,4460.0,1300.0,2.0
Built-up  Area,Ready To Move,Thanisandra,1 BHK,662,1.0,0.0,51.73,7814.0,662.0,1.0
Super built-up  Area,18-Apr,Kumara Park,2 BHK,1200,2.0,2.0,218.18,18182.0,1200.0,2.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,1550,3.0,3.0,82.97,5353.0,1550.0,3.0
Super built-up  Area,Ready To Move,7th Block Jayanagar,3 BHK,1707,3.0,2.0,300.62,17611.0,1707.0,3.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1310,2.0,2.0,109.11,8329.0,1310.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1577,3.0,2.0,92.07,5838.0,1577.0,3.0
Super built-up  Area,Ready To Move,Kodigehaali,3 BHK,1324,3.0,2.0,67.13,5070.0,1324.0,3.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1786,2.0,2.0,93.35,5227.0,1786.0,3.0
Super built-up  Area,Ready To Move,Harlur,2 BHK,1174,2.0,1.0,110.85,9442.0,1174.0,2.0
Super built-up  Area,Ready To Move,Kamala Nagar,1 BHK,565,1.0,1.0,38.95,6893.0,565.0,1.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400,2.0,1.0,96.84,6917.0,1400.0,3.0
Built-up  Area,Ready To Move,Electronic City,1 BHK,635,1.0,1.0,36.14,5692.0,635.0,1.0
Plot  Area,Ready To Move,Kalyan nagar,6 Bedroom,3000,8.0,2.0,184.62,6154.0,3000.0,6.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1368,2.0,1.0,62.23,4549.0,1368.0,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,3.0,71.21,4911.0,1450.0,3.0
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,1045,2.0,2.0,52.98,5070.0,1045.0,2.0
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128,2.0,1.0,67.59,5992.0,1128.0,2.0
Built-up  Area,Ready To Move,Bhoganhalli,2 BHK,1125,2.0,1.0,60.77,5402.0,1125.0,2.0
Super built-up  Area,18-Jul,Whitefield,2 BHK,1195,2.0,1.0,107.67,9010.0,1195.0,2.0
Plot  Area,Ready To Move,Ramakrishnappa Layout,1 Bedroom,630,2.0,1.0,72.25,11469.0,630.0,1.0
Plot  Area,Ready To Move,Kaggadasapura,3 Bedroom,1350,2.0,0.0,128.9,9548.0,1350.0,3.0
Super built-up  Area,Ready To Move,Domlur,3 BHK,1740,3.0,0.0,216.14,12422.0,1740.0,3.0
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,877,2.0,1.0,33.96,3872.0,877.0,2.0
Built-up  Area,Ready To Move,Whitefield,3 BHK,1770,4.0,1.0,169.05,9551.0,1770.0,3.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,450,1.0,1.0,22.32,4960.0,450.0,1.0
Plot  Area,18-Apr,tc.palya,2 Bedroom,1000,2.0,1.0,56.12,5612.0,1000.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1300,2.0,2.0,126.66,9743.0,1300.0,2.0
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,1300,2.0,1.0,49.01,3770.0,1300.0,3.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,985,2.0,1.0,41.21,4184.0,985.0,2.0
Built-up  Area,Ready To Move,Chikkathoguru,2 BHK,1045,2.0,2.0,41.61,3982.0,1045.0,2.0
Super built-up  Area,Ready To Move,Chelekare,2 BHK,1250,2.0,1.0,54.58,4366.0,1250.0,2.0
Plot  Area,Ready To Move,Bande Nallasandra,3 Bedroom,2400,4.0,1.0,133.97,5582.0,2400.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194,2.0,2.0,115.85,9703.0,1194.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1420,3.0,3.0,74.04,5214.0,1420.0,3.0
Built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,1720,3.0,3.0,163.28,9493.0,1720.0,3.0
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,1530,2.0,2.0,76.91,5027.0,1530.0,3.0
Plot  Area,Ready To Move,Anandapura,3 Bedroom,1200,2.0,0.0,51.73,4311.0,1200.0,3.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1570,3.0,3.0,144.79,9222.0,1570.0,3.0
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,1157,2.0,1.0,68.68,5936.0,1157.0,3.0
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1120,2.0,2.0,54.87,4899.0,1120.0,2.0
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1150,2.0,2.0,57.96,5040.0,1150.0,2.0
Plot  Area,Ready To Move,Hebbal Kempapura,5 Bedroom,2400,5.0,2.0,244.37,10182.0,2400.0,5.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1215,2.0,1.0,107.21,8824.0,1215.0,2.0
Super built-up  Area,18-Apr,Bhoganhalli,2 BHK,1444,2.0,1.0,78.78,5456.0,1444.0,2.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,2003,3.0,3.0,134.08,6694.0,2003.0,3.0
Carpet  Area,Ready To Move,Thirumenahalli,2 BHK,1100,2.0,2.0,40.26,3660.0,1100.0,2.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,900,2.0,1.0,41.11,4568.0,900.0,2.0
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,1372,2.0,1.0,86.94,6337.0,1372.0,3.0
Plot  Area,16-Dec,Chikka Tirupathi,4 Bedroom,4500,5.0,3.0,210.33,4674.0,4500.0,4.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180,2.0,1.0,45.8,3881.0,1180.0,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1096,2.0,2.0,65.62,5987.0,1096.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2504,3.0,3.0,141.38,5646.0,2504.0,3.0
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,1350,2.0,2.0,47.45,3515.0,1350.0,3.0
Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,420,1.0,1.0,18.38,4375.0,420.0,1.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1832,3.0,1.0,114.92,6273.0,1832.0,3.0
Built-up  Area,Ready To Move,Vasanthapura,2 BHK,940,2.0,1.0,32.32,3438.0,940.0,2.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4290,5.0,3.0,420.63,9805.0,4290.0,4.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1020,2.0,1.0,30.58,2998.0,1020.0,2.0
Built-up  Area,Ready To Move,Abbigere,6 Bedroom,2500,6.0,0.0,108.88,4355.0,2500.0,6.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1400,2.0,2.0,60.02,4287.0,1400.0,2.0
Built-up  Area,Ready To Move,HAL Layout,3 BHK,1675,3.0,2.0,64.12,3828.0,1675.0,3.0
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,708,2.0,1.0,45.72,6457.0,708.0,2.0
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1123,2.0,1.0,39.78,3542.0,1123.0,2.0
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1100,2.0,1.0,67.99,6181.0,1100.0,2.0
Super built-up  Area,Ready To Move,Upkar Layout,2 BHK,1225,2.0,2.0,73.39,5991.0,1225.0,2.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1683,3.0,1.0,113.74,6758.0,1683.0,3.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1 BHK,410,1.0,1.0,16.6,4049.0,410.0,1.0
Plot  Area,Ready To Move,Banashankari Stage II,3 Bedroom,2400,2.0,2.0,269.21,11217.0,2400.0,3.0
Plot  Area,Ready To Move,Kenchenhalli,4 Bedroom,1350,4.0,1.0,93.73,6943.0,1350.0,4.0
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,1475,2.0,2.0,82.02,5561.0,1475.0,2.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1120,2.0,2.0,46.13,4119.0,1120.0,2.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1150,2.0,1.0,74.62,6489.0,1150.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1165,2.0,1.0,68.25,5858.0,1165.0,2.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1756,3.0,2.0,174.58,9942.0,1756.0,3.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2 BHK,1409,2.0,2.0,94.76,6725.0,1409.0,2.0
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1212,2.0,1.0,56.66,4675.0,1212.0,2.0
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,1140,2.0,2.0,39.07,3427.0,1140.0,2.0
Super built-up  Area,19-Sep,Hegde Nagar,3 BHK,2087.01,3.0,2.0,145.82,6987.0,2087.01,3.0
Super built-up  Area,Ready To Move,Jalahalli East,1 BHK,750 - 800,1.0,0.0,36.94,4766.0,775.0,1.0
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,1700,3.0,1.0,101.37,5963.0,1700.0,3.0
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,1660 - 1805,3.0,0.0,96.59,5575.0,1732.5,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1110,2.0,1.0,47.19,4251.0,1110.0,2.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000,2.0,1.0,29.01,2901.0,1000.0,2.0
Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,2704,5.0,0.0,127.36,4710.0,2704.0,4.0
Plot  Area,Ready To Move,Vidya Nagar,2 Bedroom,3760,2.0,0.0,270.01,7181.0,3760.0,2.0
Plot  Area,Ready To Move,Hormavu,5 Bedroom,1600,5.0,2.0,89.17,5573.0,1600.0,5.0
