area_type,availability,location,size,total_sqft,bath,balcony,price,avg_price_per_sqft
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1645,3.0,2.0,110.0,4537
Built-up  Area,Ready To Move,Veerabhadra Nagar,3 Bedroom,1800,2.0,2.0,100.0,13446
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1795,3.0,2.0,150.0,7385
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1100,2.0,3.0,35.0,12684
Super built-up  Area,18-Nov,Thanisandra,1 BHK,620 - 934,1.0,0.0,38.535,7385
Super built-up  Area,Ready To Move,Kalkere,2 BHK,925,2.0,2.0,70.0,8070
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,1542.14,3.0,3.0,120.0,8061
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,3746,6.0,1.0,375.0,5218
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430,2.0,2.0,54.0,7385
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1020,2.0,2.0,55.0,11513
Plot  Area,Ready To Move,Ramamurthy Nagar Extension,4 Bedroom,750,2.0,1.0,42.0,9984
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1140,2.0,1.0,32.92,11270
Built-up  Area,Ready To Move,Anekal,3 BHK,967,2.0,1.0,45.0,8389
Super built-up  Area,19-Jun,Hebbal,4 BHK,2470,4.0,2.0,203.0,6747
Built-up  Area,Ready To Move,Maruthi Nagar,2 BHK,850,1.0,0.0,35.5,13817
Super built-up  Area,Ready To Move,Vidhyanagar Cross,2 BHK,1100,2.0,2.0,32.0,4922
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1697,3.0,2.0,110.0,7385
Super built-up  Area,Ready To Move,Varthur,2 BHK,1250,2.0,2.0,47.0,14233
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1120,2.0,2.0,50.0,4769
Plot  Area,Ready To Move,NRI Layout,4 Bedroom,1200,4.0,0.0,95.0,10002
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,5100,6.0,3.0,375.0,11099
Plot  Area,Ready To Move,7th Block Jayanagar,4 Bedroom,2400,3.0,2.0,480.0,6557
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1200,2.0,1.0,52.0,6747
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1100,2.0,1.0,44.0,5685
Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,1417,2.0,2.0,76.0,6695
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1492,3.0,1.0,88.0,7385
Super built-up  Area,22-Nov,Devanahalli,3 BHK,1498,3.0,3.0,79.15,14555
Built-up  Area,Ready To Move,Bellari Road,4 BHK,3500,2.0,1.0,350.0,12702
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1010,2.0,1.0,48.27,6734
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255,2.0,2.0,53.5,13925
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1050,2.0,1.0,35.0,8142
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1847,3.0,2.0,125.0,10235
Super built-up  Area,18-May,1st Stage Indira Nagar,2 BHK,1200,2.0,2.0,55.0,10819
Super built-up  Area,Ready To Move,Bellandur,2 BHK,982,2.0,2.0,37.28,10396
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2144.6,4.0,2.0,145.0,10235
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750,2.0,1.0,36.5,5184
Super built-up  Area,Ready To Move,Electronic City,2 BHK,919,2.0,2.0,35.0,6558
Super built-up  Area,Ready To Move,Budigere,2 BHK,1087,2.0,1.0,54.3,6790
Built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3 BHK,1480,3.0,2.0,74.0,7748
Built-up  Area,Ready To Move,Tindlu,2 BHK,1180,2.0,2.0,52.0,14757
Super built-up  Area,Ready To Move,6th Block Jayanagar,3 BHK,2100,4.0,2.0,255.0,4419
Super built-up  Area,Ready To Move,Jigani,3 BHK,1221,3.0,2.0,65.0,9450
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194,2.0,2.0,46.0,9486
Built-up  Area,Ready To Move,Thanisandra,3 BHK,2072,3.0,2.0,122.0,7385
Built-up  Area,18-Dec,Whitefield,3 BHK,1600,3.0,2.0,69.0,10265
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,2200,3.0,2.0,98.0,11455
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640,3.0,3.0,220.0,8426
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,1253,2.0,2.0,81.5,9177
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1061,2.0,1.0,54.92,11099
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1950,3.0,2.0,115.0,9578
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1250,2.0,2.0,68.0,9578
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1585,2.0,3.0,80.0,11099
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452,3.0,3.0,60.98,13998
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1015,2.0,2.0,37.0,10938
Super built-up  Area,19-Aug,Begur Road,4 BHK,2462 - 2467,6.0,0.0,118.0,12792
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1125,2.0,2.0,56.8,9578
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1116,2.0,2.0,40.0,11270
Built-up  Area,Ready To Move,Kadarenahalli,1 Bedroom,400,1.0,0.0,35.0,5571
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,4000,4.0,2.0,325.0,7073
Super built-up  Area,Ready To Move,Hebbal,4 BHK,3900,4.0,2.0,410.0,6747
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1300,2.0,2.0,100.0,14230
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419,2.0,1.0,60.42,9311
Super built-up  Area,Ready To Move,Punappa Layout,3 BHK,1310,2.0,1.0,55.0,6204
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072,4.0,2.0,152.0,5291
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1240,2.0,1.0,58.58,9592
Built-up  Area,Ready To Move,Chamrajpet,3 BHK,1565,3.0,2.0,98.91,11805
Super built-up  Area,Ready To Move,Budigere,3 BHK,1820,3.0,2.0,89.0,6790
Plot  Area,Ready To Move,Gubbalala,3 Bedroom,2500,3.0,1.0,88.0,7420
Plot  Area,Ready To Move,KR Puram,5 Bedroom,3657,5.0,,310.0,7556
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,1245,2.0,1.0,62.0,4391
Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1315,3.0,1.0,65.0,5693
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,1410,2.0,2.0,73.0,4262
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,1375,2.0,1.0,60.0,9134
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1299,2.0,2.0,95.0,14230
Super built-up  Area,Ready To Move,Pampa Extension,2 BHK,993,2.0,3.0,45.5,14789
Plot  Area,Ready To Move,Bommasandra Industrial Area,2 Bedroom,1200,3.0,0.0,45.0,11208
Super built-up  Area,Ready To Move,Lavelle Road,2 BHK,985,2.0,1.0,156.0,8363
Built-up  Area,Ready To Move,4th Block Koramangala,4 Bedroom,2400,5.0,3.0,180.0,12082
Super built-up  Area,18-Nov,Hebbal,3 BHK,1255,2.0,1.0,95.0,6747
Super built-up  Area,22-Jun,Hoodi,3 BHK,1655,3.0,2.0,131.0,4659
Super built-up  Area,18-Dec,Whitefield,4 BHK,2830,5.0,3.0,190.0,10265
Super built-up  Area,Ready To Move, Sector 1 HSR Layout,1 BHK,6000,1.0,1.0,276.0,5120
Built-up  Area,Ready To Move,Electronic City,2 BHK,550,1.0,1.0,15.0,6558
Super built-up  Area,Ready To Move,Balaji Gardens Layout,1 BHK,825,2.0,1.0,40.0,14975
Super built-up  Area,20-Aug,Begur Road,3 BHK,1634,3.0,1.0,111.0,12792
Plot  Area,Ready To Move,Kogilu,8 Bedroom,1200,6.0,3.0,105.0,5028
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,1222,2.0,2.0,80.0,6914
Super built-up  Area,Ready To Move,Gottigere,3 BHK,1500,3.0,2.0,63.0,4769
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1890,4.0,2.0,100.0,10863
Built-up  Area,Ready To Move,Hegde Nagar,4 Bedroom,3750,6.0,2.0,375.0,10235
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,850,1.0,1.0,39.5,9258
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1295,2.0,3.0,78.5,10265
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1320,2.0,1.0,100.0,5899
Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,950,3.0,3.0,179.0,7152
Plot  Area,Ready To Move,Hebbal,4 Bedroom,1200,4.0,2.0,225.0,6747
Built-up  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,3000,3.0,3.0,170.0,9759
Built-up  Area,Ready To Move,Harlur,2 BHK,1197,2.0,1.0,82.0,12164
Super built-up  Area,Ready To Move,Hoysalanagar,3 BHK,1320,2.0,3.0,60.0,6976
Plot  Area,Ready To Move,Billekahalli,5 Bedroom,1180,5.0,2.0,98.5,4202
Super built-up  Area,20-Dec,Whitefield,1 BHK,840,1.0,1.0,57.6,10265
Super built-up  Area,20-Dec,Whitefield,1 BHK,540 - 740,1.0,0.0,19.83,10265
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1693,3.0,1.0,71.38,9311
Super built-up  Area,Ready To Move,Kodihalli,2 BHK,1000,2.0,1.0,62.0,9172
Built-up  Area,Ready To Move,Babusapalaya,2 BHK,1305,2.0,1.0,70.0,10293
Built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,450,1.0,1.0,18.0,8642
Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,705,1.0,1.0,57.0,12392
Super built-up  Area,Ready To Move,Ilyas Nagar,4 BHK,750,6.0,2.0,75.0,7596
Built-up  Area,Ready To Move,Tumkur Road,5 Bedroom,4800,5.0,2.0,150.0,7446
Built-up  Area,Ready To Move,Koramangala Industrial Layout,4 Bedroom,5000,5.0,,600.0,11901
Plot  Area,Ready To Move,Gubbalala,4 Bedroom,5000,4.0,3.0,425.0,7420
Built-up  Area,18-Dec,Whitefield,3 BHK,1991,3.0,2.0,104.0,10265
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,1779,3.0,2.0,90.0,5930
Plot  Area,Ready To Move,Whitefield,4 Bedroom,10200,4.0,1.0,1250.0,10265
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,870,2.0,2.0,38.0,6914
Super built-up  Area,18-May,Thanisandra,3 BHK,1595,3.0,2.0,120.0,7385
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,26.0,13998
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,945,5.0,2.0,120.0,10439
Plot  Area,18-Apr,Basaveswarnagar,6 Bedroom,2400,4.0,2.0,420.0,4950
Super built-up  Area,18-Dec,Iblur Village,3 BHK,2000,4.0,2.0,138.0,9691
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1614,3.0,2.0,93.0,6047
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1200,2.0,3.0,40.0,4769
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1150,3.0,3.0,46.0,11270
Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,3200,4.0,,440.0,8893
Super built-up  Area,18-Dec,Sonnenahalli,3 BHK,1610,3.0,2.0,80.48,13435
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190,2.0,2.0,41.0,10265
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,1050,2.0,2.0,50.0,12306
Plot  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,4800,5.0,2.0,420.0,5296
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1460,2.0,1.0,97.0,5685
Super built-up  Area,Ready To Move,Jaymahal Road,3 BHK,3400,3.0,3.0,400.0,6336
Plot  Area,Ready To Move,Naganathapura,1 Bedroom,600,1.0,0.0,33.0,12716
Built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,1569,3.0,0.0,70.0,14852
Built-up  Area,18-Dec,"Off Sarjapur Road, ",3 Bedroom,2600,3.0,2.0,147.0,8488
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,645,1.0,0.0,42.5,4189
Plot  Area,Ready To Move,Nagarbhavi Garden Villas Layout,4 Bedroom,1200,3.0,1.0,180.0,9373
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,800,3.0,0.0,95.0,11629
Built-up  Area,Ready To Move,Mico Layout,2 Bedroom,800,2.0,1.0,80.0,12445
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1350,2.0,1.0,90.0,9578
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,2780,4.0,1.0,325.0,12924
Super built-up  Area,18-Mar,Rajarajeshwari Nagara,3 BHK,1410,2.0,2.0,45.12,8719
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1109,2.0,1.0,35.47,10265
Super built-up  Area,Ready To Move,Vasanth nagar,4 BHK,2000,3.0,2.0,1063.0,11404
Built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,800,1.0,0.0,72.0,6243
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1215,2.0,1.0,68.0,9791
Plot  Area,Ready To Move,Basaveshwara Nagar,8 Bedroom,1230,6.0,0.0,250.0,5636
Built-up  Area,Ready To Move,Prithvi Layout,3 Bedroom,2273,4.0,2.0,192.0,6143
Super built-up  Area,18-Aug,Varthur Road,2 BHK,1255,2.0,2.0,52.76,12208
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,1020,2.0,1.0,49.0,5060
Super built-up  Area,18-Jul,T R Mill Road,3 BHK,1225,2.0,2.0,82.0,6645
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1120,2.0,1.0,60.0,11526
Plot  Area,Ready To Move,Victoria Layout,5 Bedroom,2400,5.0,3.0,625.0,9104
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1225,2.0,1.0,69.0,7073
Plot  Area,Ready To Move,Whitefield,4 Bedroom,5200,5.0,3.0,242.0,10265
Built-up  Area,Ready To Move,Indira Nagar,4 BHK,4000,4.0,1.0,700.0,8893
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1984,4.0,1.0,145.0,5899
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2425,3.0,1.0,197.0,14230
Plot  Area,18-Sep,ITPL,3 Bedroom,1200,3.0,1.0,56.12,9919
Super built-up  Area,18-Aug,Bommasandra,2 BHK,1127,2.0,1.0,45.0,4698
Built-up  Area,18-Jun,Whitefield,3 BHK,1655,3.0,2.0,97.0,10265
Super built-up  Area,18-Aug,Ananth Nagar,1 BHK,500,1.0,1.0,14.0,9315
Plot  Area,18-Jul,Varthur,3 Bedroom,1200,3.0,1.0,68.38,14233
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1000,2.0,2.0,43.0,9592
Super built-up  Area,18-Jul,CV Raman Nagar,2 BHK,1225,2.0,2.0,47.88,12392
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1350,2.0,2.0,45.0,8887
Plot  Area,18-Apr,Nagarbhavi,4 Bedroom,600,5.0,3.0,95.0,11629
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1175,2.0,3.0,49.0,11455
Super built-up  Area,Ready To Move,Sanne Amanikere,1 BHK,655,1.0,2.0,27.0,8282
Super built-up  Area,19-Mar,Hosa Road,3 BHK,1311,2.0,1.0,84.86,4391
Plot  Area,Ready To Move,Banashankari Stage VI,3 Bedroom,600,4.0,0.0,90.0,14257
Carpet  Area,Ready To Move,CV Raman Nagar,2 BHK,1000,2.0,1.0,38.5,12392
Super built-up  Area,Ready To Move,Indira Nagar Stage 2,2 BHK,1196,2.0,1.0,96.0,14049
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1050,2.0,1.0,59.0,13998
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1275,2.0,2.0,52.0,7581
Carpet  Area,Ready To Move,Hommadevanahalli,2 BHK,927,2.0,1.0,50.0,8612
Super built-up  Area,Ready To Move,Varthur,3 BHK,1520,2.0,3.0,61.0,14233
Plot  Area,Ready To Move,BTM Layout 2nd Stage 1st Phase,4 Bedroom,2400,5.0,2.0,395.0,5865
Built-up  Area,Ready To Move,Hebbal,2 BHK,1333,2.0,1.0,104.0,6747
Super built-up  Area,18-Mar,Tunganagara,1 BHK,600,1.0,0.0,18.0,9334
Super built-up  Area,18-Sep,Abbigere,3 BHK,1326,2.0,1.0,34.8,7444
Super built-up  Area,18-Mar,Sarjapur  Road,3 BHK,1618 - 1929,,,85.125,5899
Built-up  Area,Ready To Move,Koramangala,2 BHK,1370,2.0,2.0,125.0,11035
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1100,2.0,2.0,85.0,11035
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1650,3.0,3.0,100.0,9486
Super built-up  Area,18-May,Kasavanhalli,3 BHK,1917,3.0,2.0,132.0,7073
Carpet  Area,Ready To Move,Doddakannelli,3 BHK,780,3.0,,75.0,5531
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,950,2.0,1.0,58.11,4202
Super built-up  Area,Ready To Move,T C Palya main Road,2 BHK,1175,2.0,1.0,48.72,10028
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1089,2.0,1.0,43.55,12684
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1804,3.0,2.0,175.0,14748
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1257,2.0,1.0,68.5,4659
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,650,1.0,2.0,19.87,14583
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1850,3.0,2.0,150.0,10265
Built-up  Area,Ready To Move,Vishwapriya Nagar,4 Bedroom,2800,4.0,1.0,200.0,9977
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,945,2.0,,40.0,10694
Super built-up  Area,22-Dec,Koramangala,2 BHK,1161,2.0,1.0,63.85,11035
Super built-up  Area,17-Apr,Banashankari Stage V,3 BHK,1630,3.0,2.0,51.35,7506
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1310,2.0,2.0,60.0,8218
Super built-up  Area,Ready To Move,Lake City,2 BHK,750,2.0,1.0,28.0,4523
Plot  Area,18-Sep,Whitefield,3 Bedroom,1200,3.0,1.0,67.77,10265
Super built-up  Area,Ready To Move,Vittal Nagar,2 BHK,1000,2.0,1.0,45.0,6967
Plot  Area,Ready To Move,Old Madras Road,4 Bedroom,4000,4.0,2.0,225.0,14230
Built-up  Area,Ready To Move,Nagavara,2 BHK,1315,2.0,2.0,70.0,6454
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,1370,2.0,2.0,90.0,11455
Plot  Area,Ready To Move,Ulsoor,5 Bedroom,1200,4.0,3.0,150.0,10585
Built-up  Area,Ready To Move,Bellandur,2 BHK,1465,3.0,3.0,90.0,10396
Plot  Area,Ready To Move,JP Nagar,3 BHK,20000,3.0,,175.0,8413
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2.0,1.0,64.0,6558
Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,1250,2.0,2.0,70.0,10910
Super built-up  Area,19-Jun,Hebbal,3 BHK,1645,3.0,2.0,117.0,6747
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,1284,2.0,2.0,75.0,7157
Super built-up  Area,18-Mar,Hebbal,3 BHK,2600,3.0,2.0,199.0,6747
Super built-up  Area,19-Jun,Kodigehalli,3 BHK,1820,3.0,2.0,150.0,5802
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1580,3.0,1.0,73.0,9486
Built-up  Area,Ready To Move,Akshaya Nagar,3 Bedroom,2650,3.0,2.0,125.0,10863
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1215,2.0,1.0,68.0,9791
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1075,2.0,1.0,40.0,9390
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,1400,2.0,3.0,78.0,12050
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1400,2.0,1.0,55.0,9534
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845,2.0,1.0,30.0,6433
Super built-up  Area,Ready To Move,Hegde Nagar,4 BHK,2600,4.0,3.0,40.0,10235
Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,3508 - 4201,6.0,0.0,385.5,14583
Super built-up  Area,Ready To Move,Richards Town,2 BHK,800,2.0,1.0,85.0,14958
Super built-up  Area,Ready To Move,Panathur,2 BHK,1199,2.0,1.0,85.0,11385
Super built-up  Area,Ready To Move,Gunjur,2 BHK,1175,2.0,2.0,43.48,6612
Plot  Area,Ready To Move,Sahakara Nagar,3 Bedroom,2400,3.0,,270.0,11455
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1767,3.0,2.0,109.0,10396
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,1800,3.0,1.0,90.0,5899
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,1856,3.0,2.0,135.0,7627
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,1200,3.0,,140.0,12050
Super built-up  Area,18-Jun,Rajaji Nagar,3 BHK,1613,3.0,0.0,150.0,8426
Super built-up  Area,Ready To Move,Jakkur,4 BHK,6830,5.0,,795.0,5306
Built-up  Area,Ready To Move,Whitefield,2 BHK,1290,2.0,0.0,90.0,10265
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1375,2.0,1.0,78.0,7073
Super built-up  Area,Ready To Move,Bagalur,2 BHK,985,2.0,2.0,57.0,11239
Plot  Area,Ready To Move,Jeevan bima nagar,4 Bedroom,1200,4.0,1.0,200.0,7170
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1099,2.0,1.0,37.5,11526
Super built-up  Area,18-Mar,Electronic City,1 BHK,605,1.0,0.0,13.31,6558
Super built-up  Area,Ready To Move,1 Immadihalli,11 BHK,6000,12.0,,150.0,11326
Built-up  Area,Ready To Move,RMV Extension Stage 2,7 Bedroom,3600,7.0,3.0,160.0,4235
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1200,2.0,1.0,53.0,9578
Built-up  Area,Ready To Move,Hulimavu,2 BHK,1000,2.0,1.0,45.0,9258
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1159,2.0,3.0,38.0,6558
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,3692,5.0,,340.0,5899
Plot  Area,Ready To Move,Devi Nagar,2 Bedroom,600,2.0,1.0,80.0,4009
Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,2400,4.0,3.0,600.0,12082
Built-up  Area,Ready To Move,BTM Layout,3 BHK,1540,2.0,2.0,78.0,9588
Built-up  Area,Ready To Move,"JP Nagar 7th Phase, ",3 BHK,1503,2.0,2.0,93.0,14478
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1850,4.0,2.0,120.0,14921
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1580,3.0,1.0,60.0,9390
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,1190,2.0,2.0,39.25,12445
Plot  Area,Ready To Move,Sampigehalli,2 Bedroom,1200,2.0,1.0,61.0,9855
Plot  Area,Ready To Move,HAL 2nd Stage,7 Bedroom,1000,7.0,3.0,250.0,12549
Super built-up  Area,18-Nov,Jakkur,2 BHK,850,1.0,1.0,19.9,5306
Super built-up  Area,Ready To Move,Domlur,3 BHK,2180,3.0,2.0,285.0,7843
Super built-up  Area,Ready To Move,Hennur Bande,3 BHK,2500,2.0,1.0,60.0,5733
Plot  Area,18-Dec,ITPL,3 Bedroom,1200,3.0,1.0,56.12,9919
Super built-up  Area,Ready To Move,Kamakshipalya,3 BHK,1500,2.0,2.0,52.0,12800
Plot  Area,Ready To Move,Navodaya Nagar,5 Bedroom,1200,3.0,2.0,180.0,10371
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1880,3.0,3.0,120.0,7385
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1150,2.0,2.0,45.0,10910
Plot  Area,18-May,Kasavanhalli,4 Bedroom,4408,4.0,2.0,344.0,7073
Super built-up  Area,Ready To Move,Bellandur,2 BHK,924,2.0,2.0,35.11,10396
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,7800,6.0,,385.0,5899
Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,600,6.0,3.0,100.0,11215
Plot  Area,18-Feb,Pattanagere,4 Bedroom,750,4.0,1.0,95.0,7324
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,1962,3.0,2.0,175.0,13087
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,1200,4.0,3.0,240.0,9759
Super built-up  Area,18-Nov,B Narayanapura,3 BHK,1765,3.0,2.0,77.27,5060
Super built-up  Area,Ready To Move,Attibele,2 BHK,1174,2.0,1.0,29.35,10278
Super built-up  Area,19-Jun,Bannerghatta Road,3 BHK,1894,3.0,1.0,115.0,9791
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,960,2.0,2.0,138.0,10439
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,1760,3.0,2.0,142.0,8499
Built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,1768,3.0,3.0,95.0,4760
Built-up  Area,Ready To Move,Kothanur,3 BHK,1790,3.0,0.0,97.0,9734
Plot  Area,17-Jul,Kumara Park,4 Bedroom,3500,5.0,1.0,800.0,12967
Plot  Area,18-Dec,Whitefield,2 Bedroom,1200,2.0,1.0,45.0,10265
Built-up  Area,Ready To Move,Kengeri,4 Bedroom,2540,4.0,0.0,160.0,5184
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1137,2.0,1.0,53.4,12958
Super built-up  Area,22-May,Jakkur,4 BHK,2249.81 - 4112.19,,,229.0,5306
Plot  Area,Ready To Move,Guni Agrahara,7 Bedroom,1200,6.0,,115.0,10359
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1568,2.0,2.0,100.0,10949
Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,4900 - 4940,4.0,0.0,393.5,14555
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1308,2.0,1.0,60.0,12901
Super built-up  Area,19-Aug,Shankarapuram,4 BHK,3060,4.0,2.0,350.0,11863
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1200,2.0,1.0,41.0,6433
Super built-up  Area,Ready To Move,Shetty Halli,1 BHK,800,1.0,2.0,32.0,7228
Super built-up  Area,19-Dec,Electronic City,1 BHK,530,1.0,1.0,13.5,6558
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,873,2.0,1.0,40.0,6433
Plot  Area,Ready To Move,AGB Layout,7 Bedroom,3000,6.0,3.0,145.0,7719
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4 Bedroom,1200,4.0,1.0,235.0,7490
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,958,2.0,1.0,33.53,9534
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072,4.0,2.0,160.0,5291
