location,total_sqft,bhk,bath,bath_per_bhk,sqft_per_bhk,price
NRI Layout,1300.0,2,2.0,1.0,650.0,65.94
Sarjapur  Road,1510.0,3,2.0,0.6666666666666666,503.3333333333333,87.93
Malleshwaram,2800.0,4,4.0,1.0,700.0,362.52
OLd Gurappanapalya,2000.0,3,3.0,1.0,666.6666666666666,163.06
Ambalipura,1817.0,3,3.0,1.0,605.6666666666666,112.18
Sarjapur  Road,1157.0,3,2.0,0.6666666666666666,385.6666666666667,70.99
Vignana Nagar,1450.0,3,3.0,1.0,483.3333333333333,66.05
Hunasamaranahalli,7500.0,4,4.0,1.0,1875.0,1169.4
Hosakerehalli,2376.0,3,3.0,1.0,792.0,204.36
Sarakki Nagar,1840.0,3,4.0,1.3333333333333333,613.3333333333334,224.7
Doddathoguru,1105.0,2,2.0,1.0,552.5,41.11
Raja Rajeshwari Nagar,1162.0,2,2.0,1.0,581.0,49.2
Kanakpura Road,1322.0,2,2.0,1.0,661.0,68.77
Sompura,1350.0,3,3.0,1.0,450.0,55.57
Gottigere,945.0,2,2.0,1.0,472.5,39.03
Vasantha Vallabha Nagar,1500.0,3,2.0,0.6666666666666666,500.0,75.03
Chamundi Nagar,1750.0,3,3.0,1.0,583.3333333333334,148.36
Nagarbhavi,1200.0,3,3.0,1.0,400.0,104.18
Virat Nagar,2080.0,2,2.0,1.0,1040.0,96.93
Byatarayanapura,2631.0,4,3.0,0.75,657.75,190.88
Lakshminarayana Pura,1200.0,2,2.0,1.0,600.0,78.88
Mahadevpura,1450.0,3,3.0,1.0,483.3333333333333,67.16
KR Puram,1200.0,2,1.0,0.5,600.0,84.82
Bannerghatta Road,1450.0,3,3.0,1.0,483.3333333333333,131.65
Nagarbhavi,1350.0,3,3.0,1.0,450.0,120.1
Mysore Road,1155.0,2,2.0,1.0,577.5,55.24
Soppahalli,620.0,1,1.0,1.0,620.0,24.36
Thanisandra,1241.0,3,2.0,0.6666666666666666,413.6666666666667,102.79
Rachenahalli,2250.0,3,3.0,1.0,750.0,114.57
Parappana Agrahara,1092.0,2,2.0,1.0,546.0,44.22
Bannerghatta Road,1445.0,3,3.0,1.0,481.6666666666667,134.92
Hebbal,1100.0,2,2.0,1.0,550.0,111.46
Kengeri Satellite Town,635.0,2,1.0,0.5,317.5,24.91
Chandapura,1095.0,3,2.0,0.6666666666666666,365.0,67.88
KR Puram,1200.0,2,2.0,1.0,600.0,82.43
Yelahanka New Town,1420.0,3,2.0,0.6666666666666666,473.3333333333333,75.66
Mahalakshmi Puram,1500.0,4,5.0,1.25,375.0,258.99
Jigani,1230.0,3,3.0,1.0,410.0,65.88
Basavanna Nagar,1645.0,3,3.0,1.0,548.3333333333334,99.16
Rustam Bagh Layout,800.0,2,2.0,1.0,400.0,55.9
Basava Nagar,1182.0,3,2.0,0.6666666666666666,394.0,60.83
Ramamurthy Nagar,1000.0,2,2.0,1.0,500.0,48.02
Lingadheeranahalli,1687.0,3,3.0,1.0,562.3333333333334,106.85
Kanakpura Road,1665.0,3,3.0,1.0,555.0,86.11
Maithri Layout,1290.0,2,2.0,1.0,645.0,46.52
Nagavarapalya,1300.0,3,3.0,1.0,433.3333333333333,104.31
Thanisandra,1140.0,2,2.0,1.0,570.0,90.41
EPIP Zone,1280.0,2,2.0,1.0,640.0,83.83
Ananth Nagar,500.0,1,1.0,1.0,500.0,14.04
Begur Road,1410.0,3,2.0,0.6666666666666666,470.0,101.72
Rajaji Nagar,1376.0,2,2.0,1.0,688.0,187.59
R.T. Nagar,1040.0,2,2.0,1.0,520.0,66.63
Chandapura,1305.0,3,3.0,1.0,435.0,81.34
Dollars Layout,4200.0,4,4.0,1.0,1050.0,406.56
Hennur Road,1936.0,3,3.0,1.0,645.3333333333334,114.44
Rajiv Nagar,2330.0,4,5.0,1.25,582.5,153.41
Kavika Layout,1800.0,6,6.0,1.0,300.0,111.8
9th Phase JP Nagar,1780.0,3,3.0,1.0,593.3333333333334,88.16
Bommasandra Industrial Area,1000.0,2,2.0,1.0,500.0,27.91
Kengeri,502.0,1,1.0,1.0,502.0,28.04
Vimanapura,2500.0,3,3.0,1.0,833.3333333333334,91.58
Sarjapur  Road,2383.0,4,5.0,1.25,595.75,150.37
Old Madras Road,1330.0,2,2.0,1.0,665.0,75.22
T Dasarahalli,1200.0,3,3.0,1.0,400.0,111.89
Kumaraswami Layout,2000.0,4,4.0,1.0,500.0,116.4
Hoodi,1545.0,3,3.0,1.0,515.0,145.91
Anekal,620.0,2,2.0,1.0,310.0,27.23
 Sector 1 HSR Layout,6000.0,1,1.0,1.0,6000.0,283.62
Shanti Nagar,2600.0,4,4.0,1.0,650.0,367.22
Ullal Uppanagar,2400.0,6,5.0,0.8333333333333334,400.0,129.74
Kothanur,1435.0,3,3.0,1.0,478.3333333333333,74.73
JP Nagar,1650.0,4,3.0,0.75,412.5,152.54
Divya Unnathi Layout,1611.0,3,2.0,0.6666666666666666,537.0,62.7
Horamavu Agara,1560.0,3,3.0,1.0,520.0,67.59
Stage-4 Bommanahalli,1455.0,3,2.0,0.6666666666666666,485.0,54.13
Yeshwanthpur,1676.0,3,3.0,1.0,558.6666666666666,99.79
7th Phase JP Nagar,980.0,2,2.0,1.0,490.0,65.58
BTM 2nd Stage,1400.0,2,2.0,1.0,700.0,90.09
Thigalarapalya,2215.0,3,4.0,1.3333333333333333,738.3333333333334,167.41
Hebbal,1550.0,3,2.0,0.6666666666666666,516.6666666666666,161.68
Kanakpura Road,1498.0,3,3.0,1.0,499.3333333333333,73.45
Chikkalasandra,1230.0,2,2.0,1.0,615.0,53.92
Brookefield,1410.0,3,2.0,0.6666666666666666,470.0,139.05
Jayanagar,3095.0,3,3.0,1.0,1031.6666666666667,378.58
Lakshminarayana Pura,1172.0,2,2.0,1.0,586.0,73.43
Whitefield,1190.0,2,2.0,1.0,595.0,103.35
Thyagraj Nagar,660.0,2,2.0,1.0,330.0,75.11
Gunjur Palya,1426.0,3,2.0,0.6666666666666666,475.3333333333333,55.93
Vittasandra,1650.0,3,3.0,1.0,550.0,94.15
Gubbalala,2000.0,3,3.0,1.0,666.6666666666666,112.7
Shanthala Nagar,1630.0,2,2.0,1.0,815.0,225.14
Uttarahalli,1200.0,4,4.0,1.0,300.0,48.97
Badrappa Layout,1500.0,2,2.0,1.0,750.0,89.1
Hebbal,1344.0,2,2.0,1.0,672.0,131.55
BTM 2nd Stage,1250.0,3,3.0,1.0,416.6666666666667,81.42
Pattandur Agrahara,1247.0,2,2.0,1.0,623.5,62.87
Battarahalli,1071.0,2,2.0,1.0,535.5,55.21
Whitefield,1125.0,2,2.0,1.0,562.5,110.1
Dodda Nekkundi,1585.0,3,2.0,0.6666666666666666,528.3333333333334,68.42
Hoodi,1639.0,3,3.0,1.0,546.3333333333334,155.59
Chandra Layout,1260.0,3,2.0,0.6666666666666666,420.0,105.12
7th Phase JP Nagar,1370.0,3,2.0,0.6666666666666666,456.6666666666667,95.31
Tumkur Road,1240.0,3,2.0,0.6666666666666666,413.3333333333333,76.55
Old Madras Road,3630.0,4,6.0,1.5,907.5,223.86
Kereguddadahalli,1240.0,3,3.0,1.0,413.3333333333333,43.77
CV Raman Nagar,705.0,1,1.0,1.0,705.0,34.66
Banashankari,1800.0,3,3.0,1.0,600.0,158.26
Chandapura,1200.0,4,5.0,1.25,300.0,76.7
Begur,3500.0,3,4.0,1.3333333333333333,1166.6666666666667,177.73
Sarjapur  Road,691.0,1,1.0,1.0,691.0,39.55
Arehalli,1229.0,3,3.0,1.0,409.6666666666667,60.44
Venkatapura,1300.0,3,3.0,1.0,433.3333333333333,101.57
Jeevan bima nagar,1225.0,2,2.0,1.0,612.5,119.2
Lingadheeranahalli,1894.0,3,4.0,1.3333333333333333,631.3333333333334,123.17
Puttanahalli,1530.0,4,3.0,0.75,382.5,71.94
Electronic City,1065.0,2,2.0,1.0,532.5,65.32
GM Palaya,1735.0,3,3.0,1.0,578.3333333333334,79.62
Jalahalli West,1250.0,2,2.0,1.0,625.0,61.76
Yelahanka,1000.0,1,1.0,1.0,1000.0,75.87
Nanjappa Layout,1232.0,2,2.0,1.0,616.0,67.55
Whitefield,1495.0,2,2.0,1.0,747.5,142.17
Budigere,1153.0,2,2.0,1.0,576.5,55.67
Sathanur,1620.0,3,2.0,0.6666666666666666,540.0,111.89
Basaveshwara Nagar,1180.0,2,2.0,1.0,590.0,92.44
Raja Rajeshwari Nagar,1850.0,3,3.0,1.0,616.6666666666666,82.18
Kanakpura Road,2775.0,4,3.0,0.75,693.75,134.64
Sarjapur  Road,2880.0,4,3.0,0.75,720.0,172.71
Jakkur,1660.0,3,3.0,1.0,553.3333333333334,105.68
Old Madras Road,1350.0,3,3.0,1.0,450.0,75.3
Marathahalli,1325.0,2,2.0,1.0,662.5,118.64
Byadarahalli,3500.0,4,3.0,0.75,875.0,454.44
Ambalipura,1390.0,3,2.0,0.6666666666666666,463.3333333333333,87.38
Kaggalipura,950.0,2,2.0,1.0,475.0,49.99
Varthur,1155.0,2,2.0,1.0,577.5,103.25
Thanisandra,1200.0,2,2.0,1.0,600.0,100.66
Kumaraswami Layout,1200.0,2,2.0,1.0,600.0,67.26
Old Madras Road,935.0,2,2.0,1.0,467.5,53.42
NGR Layout,1019.0,2,2.0,1.0,509.5,47.47
Bhoganhalli,1447.0,2,2.0,1.0,723.5,77.14
"Off Sarjapur Road, ",1298.0,2,2.0,1.0,649.0,66.99
Whitefield,3850.0,3,5.0,1.6666666666666667,1283.3333333333333,371.41
Hennur,2400.0,3,3.0,1.0,800.0,181.99
Ejipura,1650.0,3,3.0,1.0,550.0,161.98
2nd Phase JP Nagar,1200.0,3,3.0,1.0,400.0,87.6
Venkatadri Layout,596.0,1,1.0,1.0,596.0,38.92
HSR Layout,1400.0,3,3.0,1.0,466.6666666666667,165.96
Yelahanka,1322.0,2,2.0,1.0,661.0,108.59
Karuna Nagar,1163.0,3,3.0,1.0,387.6666666666667,87.61
Kadugodi,1088.0,2,2.0,1.0,544.0,87.67
Kothnoor Dinne,1100.0,2,2.0,1.0,550.0,34.47
KR Puram,1100.0,2,2.0,1.0,550.0,78.03
Meenakunte,3900.0,3,3.0,1.0,1300.0,250.61
Mallappa Layout,1500.0,3,3.0,1.0,500.0,79.74
Kodigehaali,1013.0,2,2.0,1.0,506.5,49.96
Kasavanhalli,1691.0,3,3.0,1.0,563.6666666666666,98.67
Jakkur,1290.0,2,2.0,1.0,645.0,79.64
Sarjapur  Road,1711.0,3,3.0,1.0,570.3333333333334,97.1
Electronic City,660.0,2,1.0,0.5,330.0,39.44
Sarjapur  Road,1725.0,3,3.0,1.0,575.0,104.97
Kenchenahalli,1150.0,2,2.0,1.0,575.0,61.96
Yelahanka,1326.0,2,2.0,1.0,663.0,105.28
St. John's Road,824.0,2,2.0,1.0,412.0,93.29
Kanakpura Road,2100.0,3,3.0,1.0,700.0,111.95
Vignana Nagar,1110.0,2,2.0,1.0,555.0,50.7
Sadanand Nagar,2700.0,3,3.0,1.0,900.0,310.85
Marathahalli,1910.0,3,3.0,1.0,636.6666666666666,183.13
Mahadevpura,1620.0,3,2.0,0.6666666666666666,540.0,77.23
Malleshwaram,620.0,1,1.0,1.0,620.0,73.12
Electronic City,1130.0,2,2.0,1.0,565.0,67.62
Vidyaranyapura,1200.0,2,2.0,1.0,600.0,60.49
KUDLU MAIN ROAD,1464.0,3,3.0,1.0,488.0,58.62
Channasandra Layout,3100.0,5,6.0,1.2,620.0,123.22
Neeladri Nagar,2111.0,3,3.0,1.0,703.6666666666666,89.42
Abbigere,1130.0,2,2.0,1.0,565.0,44.93
Seetharampalya,1515.0,3,3.0,1.0,505.0,80.92
Lingadheeranahalli,1530.0,3,2.0,0.6666666666666666,510.0,103.31
Konanakunte Cross,1165.0,2,2.0,1.0,582.5,57.67
Koramangala Industrial Layout,10000.0,16,16.0,1.0,625.0,977.0
Kadugodi,1394.0,2,2.0,1.0,697.0,109.04
Bellandur,1830.0,3,3.0,1.0,610.0,194.24
Balagere,656.0,1,1.0,1.0,656.0,37.21
Bannerghatta Road,2185.0,4,3.0,0.75,546.25,212.27
Thigalarapalya,2072.0,3,4.0,1.3333333333333333,690.6666666666666,160.97
Indira Nagar,1650.0,3,3.0,1.0,550.0,195.33
Bagalakunte,700.0,1,1.0,1.0,700.0,42.3
Uttarahalli,1385.0,3,2.0,0.6666666666666666,461.6666666666667,56.36
Talaghattapura,1856.0,3,3.0,1.0,618.6666666666666,116.74
Indira Nagar,850.0,1,1.0,1.0,850.0,91.88
Electronics City Phase 1,1080.0,2,2.0,1.0,540.0,52.55
AGS Layout,1490.0,3,2.0,0.6666666666666666,496.6666666666667,72.98
frazertown,2000.0,3,3.0,1.0,666.6666666666666,229.94
Byagadadhenahalli,620.0,2,2.0,1.0,310.0,23.08
Sai Gardens,1339.0,2,2.0,1.0,669.5,60.05
Hormavu,1453.0,3,2.0,0.6666666666666666,484.3333333333333,74.81
Banashankari Stage III,1420.0,3,2.0,0.6666666666666666,473.3333333333333,74.34
Dooravani Nagar,1570.0,3,3.0,1.0,523.3333333333334,109.6
RR Nagar,648.0,1,1.0,1.0,648.0,31.83
Kanakpura Road,1017.0,2,2.0,1.0,508.5,51.44
Nehru Nagar,1775.0,3,3.0,1.0,591.6666666666666,91.52
Seetharampalya,1100.0,2,2.0,1.0,550.0,58.16
Bommasandra Industrial Area,1005.0,2,2.0,1.0,502.5,29.52
Kaggadasapura,1485.0,3,2.0,0.6666666666666666,495.0,139.78
HOSUR RMAIN ROAD,1464.0,3,3.0,1.0,488.0,56.33
Kaggalipura,700.0,1,1.0,1.0,700.0,36.78
Singasandra,3850.0,4,6.0,1.5,962.5,188.73
Banaswadi,1222.0,2,2.0,1.0,611.0,115.58
Devanahalli,1340.0,2,2.0,1.0,670.0,68.23
Cunningham Road,2925.0,5,5.0,1.0,585.0,624.14
MLA Layout,1050.0,2,2.0,1.0,525.0,40.35
Banashankari,1310.0,2,2.0,1.0,655.0,109.83
Sarjapur  Road,1115.0,2,2.0,1.0,557.5,64.93
Gopalapura,3179.0,4,5.0,1.25,794.75,470.87
ITI Layout,1450.0,2,2.0,1.0,725.0,90.45
Cholanayakanahalli,1300.0,2,2.0,1.0,650.0,91.13
Maithri Layout,1540.0,3,3.0,1.0,513.3333333333334,58.38
Jigani,1221.0,3,3.0,1.0,407.0,66.86
Arekere,1222.0,2,2.0,1.0,611.0,95.65
Whitefield,1155.0,2,2.0,1.0,577.5,105.87
Hulimavu,3560.0,4,5.0,1.25,890.0,214.56
Akshaya Nagar,1897.0,3,4.0,1.3333333333333333,632.3333333333334,152.06
Attibele,1000.0,2,2.0,1.0,500.0,57.45
Bisuvanahalli,1080.0,3,2.0,0.6666666666666666,360.0,43.03
Kothanur,1583.0,3,3.0,1.0,527.6666666666666,76.21
Ramagondanahalli,1610.0,3,2.0,0.6666666666666666,536.6666666666666,76.04
Hennur Road,901.0,2,2.0,1.0,450.5,53.96
Subramanyapura,1260.0,3,2.0,0.6666666666666666,420.0,68.15
Hosa Road,1133.0,2,2.0,1.0,566.5,52.59
OMBR Layout,1041.0,2,2.0,1.0,520.5,63.0
Cox Town,1975.0,3,3.0,1.0,658.3333333333334,164.44
"Banaswadi, ",3161.0,4,4.0,1.0,790.25,220.45
Rajiv Gandhi Nagar,1170.0,2,2.0,1.0,585.0,69.66
Bhoganhalli,1718.0,3,3.0,1.0,572.6666666666666,100.78
Brookefield,1750.0,3,2.0,0.6666666666666666,583.3333333333334,168.58
Hosa Road,1079.0,2,2.0,1.0,539.5,51.14
TC Palaya,900.0,2,2.0,1.0,450.0,46.89
Raja Rajeshwari Nagar,1187.0,2,2.0,1.0,593.5,49.37
SARJAPUR BAGALUR ROAD,10961.0,4,4.0,1.0,2740.25,84.07
Amruthahalli,900.0,2,2.0,1.0,450.0,43.58
Indira Nagar,500.0,1,1.0,1.0,500.0,53.06
Akshaya Nagar,1435.0,3,3.0,1.0,478.3333333333333,113.82
9th Block Jayanagar,700.0,1,1.0,1.0,700.0,127.77
Yelahanka New Town,1426.0,3,2.0,0.6666666666666666,475.3333333333333,75.46
7th Phase JP Nagar,1680.0,3,3.0,1.0,560.0,115.99
Sarjapur,1550.0,4,2.0,0.5,387.5,149.54
Ramagondanahalli,1151.0,2,2.0,1.0,575.5,51.86
Marathahalli,1839.0,3,3.0,1.0,613.0,162.13
Uttarahalli,1100.0,2,1.0,0.5,550.0,42.28
Hennur Road,1297.0,2,2.0,1.0,648.5,75.67
RPC layout,1100.0,2,2.0,1.0,550.0,63.64
Thanisandra,1743.0,3,3.0,1.0,581.0,145.75
Maruthi Nagar,1250.0,3,3.0,1.0,416.6666666666667,53.28
CV Raman Nagar,1400.0,3,2.0,0.6666666666666666,466.6666666666667,70.52
Kenchanehalli R R Nagar,1410.0,3,2.0,0.6666666666666666,470.0,47.21
Roopena Agrahara,1300.0,3,3.0,1.0,433.3333333333333,67.98
Kannamangala,1550.0,3,3.0,1.0,516.6666666666666,94.69
Electronic City,1400.0,3,2.0,0.6666666666666666,466.6666666666667,85.13
Electronic City,630.0,1,1.0,1.0,630.0,35.31
Kaval Byrasandra,1900.0,3,2.0,0.6666666666666666,633.3333333333334,96.03
Yelahanka New Town,1000.0,3,2.0,0.6666666666666666,333.3333333333333,52.02
Electronic City Phase II,775.0,2,2.0,1.0,387.5,24.01
Haralur Road,1225.0,2,2.0,1.0,612.5,110.42
Gulimangala,980.0,2,2.0,1.0,490.0,33.27
Raja Rajeshwari Nagar,1185.0,2,2.0,1.0,592.5,47.97
Mahadevpura,730.0,1,1.0,1.0,730.0,33.43
Rajaji Nagar,1615.0,3,3.0,1.0,538.3333333333334,238.63
Yelachenahalli,1700.0,3,3.0,1.0,566.6666666666666,94.47
Kanakpura Road,1110.0,2,2.0,1.0,555.0,51.02
Raja Rajeshwari Nagar,1303.0,2,2.0,1.0,651.5,54.95
Kaggadasapura,1105.0,2,2.0,1.0,552.5,102.88
Marathahalli,1535.0,3,3.0,1.0,511.6666666666667,140.58
Yelahanka,1633.0,2,2.0,1.0,816.5,131.55
Harlur,1174.0,2,2.0,1.0,587.0,111.21
Anjana Nagar,1530.0,2,2.0,1.0,765.0,178.43
Binny Pete,1365.0,2,2.0,1.0,682.5,124.95
Gunjur,1063.0,2,2.0,1.0,531.5,43.7
Whitefield,1655.0,3,3.0,1.0,551.6666666666666,160.57
Uttarahalli,1150.0,2,2.0,1.0,575.0,48.37
Hulimavu,1125.0,2,2.0,1.0,562.5,60.34
Kasavanhalli,1230.0,2,2.0,1.0,615.0,75.25
Kanakpura Road,1843.0,3,3.0,1.0,614.3333333333334,100.39
3rd Block Banashankari,2400.0,5,4.0,0.8,480.0,395.45
Kambipura,1082.0,3,2.0,0.6666666666666666,360.6666666666667,51.78
Bellandur,3596.0,4,4.0,1.0,899.0,360.43
Battarahalli,2700.0,4,3.0,0.75,675.0,145.02
Kadugodi,1351.0,3,2.0,0.6666666666666666,450.3333333333333,108.85
Kasturi Nagar,1000.0,2,2.0,1.0,500.0,99.33
Hulimavu,1500.0,4,4.0,1.0,375.0,86.13
JP Nagar,750.0,1,1.0,1.0,750.0,66.25
Kalyan nagar,3000.0,6,8.0,1.3333333333333333,500.0,184.62
Sarjapur  Road,1400.0,2,2.0,1.0,700.0,84.35
Battarahalli,1945.0,3,3.0,1.0,648.3333333333334,94.04
Sarjapur  Road,1787.0,3,3.0,1.0,595.6666666666666,99.18
Dodda Nekkundi Extension,1188.0,2,2.0,1.0,594.0,68.27
Gattahalli,1028.0,2,2.0,1.0,514.0,50.15
Parappana Agrahara,1194.0,2,2.0,1.0,597.0,46.18
Bellandur,1200.0,2,2.0,1.0,600.0,117.06
Bellandur,4239.0,5,5.0,1.0,847.8,465.95
Rajiv Nagar,2340.0,4,4.0,1.0,585.0,154.65
Whitefield,1113.0,2,2.0,1.0,556.5,98.46
Hosa Road,840.0,2,2.0,1.0,420.0,39.51
Kundalahalli,735.0,2,2.0,1.0,367.5,52.85
Raja Rajeshwari Nagar,1196.0,2,2.0,1.0,598.0,51.97
Hennur Bande,1200.0,2,2.0,1.0,600.0,74.45
Whitefield,1495.0,2,2.0,1.0,747.5,131.07
Sarjapura - Attibele Road,1555.0,3,3.0,1.0,518.3333333333334,51.45
Banashankari 6th Stage,1330.0,2,2.0,1.0,665.0,79.31
Sonnenahalli,1268.0,2,2.0,1.0,634.0,61.69
Yelahanka,870.0,2,2.0,1.0,435.0,69.51
Nagarbhavi,2400.0,3,3.0,1.0,800.0,222.82
Haralur Road,1580.0,3,3.0,1.0,526.6666666666666,149.5
Attibele,2400.0,4,2.0,0.5,600.0,143.69
Sarakki Nagar,2500.0,3,4.0,1.3333333333333333,833.3333333333334,295.6
Hoodi,1837.0,3,3.0,1.0,612.3333333333334,165.04
Nagarbhavi,1560.0,3,3.0,1.0,520.0,128.82
Ulsoor,2135.0,3,3.0,1.0,711.6666666666666,258.42
Rajaji Nagar,1640.0,3,3.0,1.0,546.6666666666666,231.73
Prashanth Nagar,1800.0,3,3.0,1.0,600.0,218.74
Sarvabhouma Nagar,500.0,1,1.0,1.0,500.0,22.94
Kattigenahalli,1200.0,2,1.0,0.5,600.0,53.44
Banashankari Stage III,1305.0,3,2.0,0.6666666666666666,435.0,67.73
Devi Nagar,1100.0,2,2.0,1.0,550.0,57.79
Bisuvanahalli,1075.0,3,2.0,0.6666666666666666,358.3333333333333,43.15
Padmanabhanagar,1200.0,2,2.0,1.0,600.0,65.21
Hosa Road,1665.0,3,2.0,0.6666666666666666,555.0,87.15
Thanisandra,1880.0,3,3.0,1.0,626.6666666666666,161.96
Tejaswini Nagar,1560.0,3,3.0,1.0,520.0,62.45
HSR Layout,1203.0,2,2.0,1.0,601.5,131.38
Marathahalli,607.0,1,1.0,1.0,607.0,54.42
Panathur,980.0,2,2.0,1.0,490.0,97.69
Ambedkar Nagar,1920.0,3,4.0,1.3333333333333333,640.0,136.45
Haralur Road,1200.0,4,4.0,1.0,300.0,124.43
Kodihalli,3252.0,4,5.0,1.25,813.0,339.93
Kudlu,1092.0,2,2.0,1.0,546.0,46.41
Jalahalli,1200.0,2,2.0,1.0,600.0,72.41
Hebbal,1349.0,2,2.0,1.0,674.5,139.72
Thanisandra,2000.0,3,3.0,1.0,666.6666666666666,163.08
9th Phase JP Nagar,1200.0,4,3.0,0.75,300.0,60.55
Suragajakkanahalli,1200.0,3,3.0,1.0,400.0,71.69
Sarjapur  Road,1846.0,3,3.0,1.0,615.3333333333334,105.5
Hebbal,2850.0,3,5.0,1.6666666666666667,950.0,295.4
Yelahanka,1371.0,3,2.0,0.6666666666666666,457.0,113.38
Old Madras Road,2266.0,3,3.0,1.0,755.3333333333334,137.09
Lakshminarayana Pura,1190.0,2,2.0,1.0,595.0,75.29
Sarjapur,2100.0,4,3.0,0.75,525.0,200.44
Hebbal,1100.0,2,2.0,1.0,550.0,109.65
Rayasandra,1357.0,3,2.0,0.6666666666666666,452.3333333333333,59.99
4th Phase JP Nagar,1070.0,2,2.0,1.0,535.0,80.77
Kanakpura Road,1077.0,2,2.0,1.0,538.5,50.32
Vittasandra,1246.0,2,2.0,1.0,623.0,67.1
Marathahalli,1102.0,2,2.0,1.0,551.0,96.37
Raja Rajeshwari Nagar,1090.0,2,2.0,1.0,545.0,45.42
Manayata Tech Park,1200.0,2,2.0,1.0,600.0,53.72
Banashankari,1400.0,3,2.0,0.6666666666666666,466.6666666666667,121.8
Yeshwanthpur,1500.0,3,3.0,1.0,500.0,86.55
Hebbal,2483.0,4,5.0,1.25,620.75,261.44
Bhoganhalli,1447.0,2,2.0,1.0,723.5,77.7
Bendiganahalli,1200.0,3,3.0,1.0,400.0,86.71
Hoodi,948.0,2,2.0,1.0,474.0,87.36
Sahakara Nagar,2200.0,3,3.0,1.0,733.3333333333334,140.6
Electronic City,589.0,1,1.0,1.0,589.0,33.41
JP Nagar,2400.0,3,3.0,1.0,800.0,224.93
Thanisandra,1200.0,2,2.0,1.0,600.0,98.33
Whitefield,1135.0,2,2.0,1.0,567.5,101.24
Iblur Village,1400.0,2,2.0,1.0,700.0,101.95
Asthagrama Layout,1200.0,2,2.0,1.0,600.0,35.46
Whitefield,1250.0,2,2.0,1.0,625.0,112.1
Thanisandra,1847.0,3,3.0,1.0,615.6666666666666,151.03
BTM 2nd Stage,1147.0,2,2.0,1.0,573.5,72.46
CV Raman Nagar,1227.0,2,2.0,1.0,613.5,62.97
Cholanayakanahalli,2511.0,3,3.0,1.0,837.0,176.8
Queens Road,1405.0,3,3.0,1.0,468.3333333333333,179.21
Canara Bank Colony,900.0,2,2.0,1.0,450.0,41.43
Thanisandra,3671.0,4,4.0,1.0,917.75,321.21
Gubbalala,1745.0,3,3.0,1.0,581.6666666666666,99.41
Sarjapur  Road,1220.0,3,3.0,1.0,406.6666666666667,73.85
Kadugodi,1430.0,3,2.0,0.6666666666666666,476.6666666666667,119.12
Marathahalli,3951.0,4,4.0,1.0,987.75,354.44
Sarjapur  Road,3420.0,4,4.0,1.0,855.0,218.4
Krishna Reddy Layout,2180.0,3,3.0,1.0,726.6666666666666,278.1
Sarjapur  Road,1305.0,2,2.0,1.0,652.5,75.3
Jigani,927.0,2,2.0,1.0,463.5,48.4
Banaswadi,1200.0,2,2.0,1.0,600.0,113.82
Raja Rajeshwari Nagar,1133.0,2,2.0,1.0,566.5,49.9
Tumkur Road,1441.0,3,2.0,0.6666666666666666,480.3333333333333,96.11
Yelahanka,1600.0,3,2.0,0.6666666666666666,533.3333333333334,124.85
Dr Shivarama Karantha Nagar,1500.0,3,2.0,0.6666666666666666,500.0,67.94
Sahakara Nagar,1000.0,2,2.0,1.0,500.0,59.79
7th Phase JP Nagar,1035.0,2,2.0,1.0,517.5,69.74
Panathur,1713.0,3,3.0,1.0,571.0,165.89
Bannerghatta Road,1000.0,2,2.0,1.0,500.0,91.46
Bommasandra Industrial Area,1020.0,2,2.0,1.0,510.0,27.7
Babusapalaya,1167.0,3,2.0,0.6666666666666666,389.0,45.44
Hosa Road,1541.0,3,3.0,1.0,513.6666666666666,73.11
Richards Town,3600.0,4,5.0,1.25,900.0,416.41
Akshayanagara East,2400.0,5,4.0,0.8,480.0,134.81
Kudlu Gate,1215.0,2,2.0,1.0,607.5,101.38
Indira Nagar,2480.0,6,4.0,0.6666666666666666,413.3333333333333,331.08
Padmanabhanagar,4500.0,3,4.0,1.3333333333333333,1500.0,254.61
Victoria Layout,2400.0,5,5.0,1.0,480.0,279.74
Hebbal,2790.0,4,4.0,1.0,697.5,290.72
5th Block Hbr Layout,1270.0,3,2.0,0.6666666666666666,423.3333333333333,70.32
Sarjapur  Road,3500.0,3,3.0,1.0,1166.6666666666667,194.74
Syndicate Bank Colony,1500.0,4,4.0,1.0,375.0,170.62
Kengeri,540.0,1,1.0,1.0,540.0,31.74
Raja Rajeshwari Nagar,1580.0,3,3.0,1.0,526.6666666666666,68.73
2nd Block Jayanagar,1000.0,2,2.0,1.0,500.0,132.6
7th Phase JP Nagar,1050.0,2,2.0,1.0,525.0,70.65
Bannerghatta Road,1520.0,3,2.0,0.6666666666666666,506.6666666666667,148.18
BAGUR,686.0,1,1.0,1.0,686.0,15.54
Whitefield,1280.0,2,2.0,1.0,640.0,111.16
Jaya Mahal layout,2648.0,3,3.0,1.0,882.6666666666666,256.67
Whitefield,1740.0,3,3.0,1.0,580.0,160.29
Hennur Road,1385.0,2,2.0,1.0,692.5,80.3
Sarjapur  Road,920.0,2,2.0,1.0,460.0,50.8
Electronic City,1110.0,2,2.0,1.0,555.0,62.91
Langford Town,912.0,3,2.0,0.6666666666666666,304.0,75.71
Murugeshpalya,1185.0,2,2.0,1.0,592.5,57.91
Kanakpura Road,1331.0,2,2.0,1.0,665.5,65.27
